H_boundary,start_M,known_n,hidden_k,cert_base,L_min,L_offset,L_cert,decimal_digits_used_for_cert,prefix_preview,true_hidden,true_full_preview,q_cell_C_digits,decimal_range_width,prefix_condition_range_width,candidate_count_after_prefix,recovered_hidden,success,ambiguous,Amin_minus_prefix_low,Amax_minus_prefix_low,candidate_low_minus_prefix_low,candidate_high_minus_prefix_low
21165,21065,100,100,4,333,4,337,263,177601733073855475800605601433,7743299012728677253043182519757916792969965041460706645712588834697979642931622965520168797300035646,35955402864405902496...65520168797300035646,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,7743299012728677253043182519757916792969965041460706645712588834697979642931622965520168797300035646,True,False,7743299012728677253043182519757916792969965041460706645712588834697979642931622965520168797300035646,7743299012728677253043182519757916792969965041460706645712588834697979642931622965520168797300035646,7743299012728677253043182519757916792969965041460706645712588834697979642931622965520168797300035646,7743299012728677253043182519757916792969965041460706645712588834697979642931622965520168797300035646
23743,23643,100,100,4,333,4,337,263,875571049729011487171897180046,9616977700179139196137914171627070189584692143436967629274591099400600849835684252019155937037010110,23103935786068961112...52019155937037010110,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,9616977700179139196137914171627070189584692143436967629274591099400600849835684252019155937037010110,True,False,9616977700179139196137914171627070189584692143436967629274591099400600849835684252019155937037010110,9616977700179139196137914171627070189584692143436967629274591099400600849835684252019155937037010110,9616977700179139196137914171627070189584692143436967629274591099400600849835684252019155937037010110,9616977700179139196137914171627070189584692143436967629274591099400600849835684252019155937037010110
37545,37445,100,100,4,333,4,337,263,956119201229888988700607999279,5411188269023078913107603617634779489432032102773359416908650071932804017163840644987871753756781185,50553918991151335252...44987871753756781185,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,5411188269023078913107603617634779489432032102773359416908650071932804017163840644987871753756781185,True,False,5411188269023078913107603617634779489432032102773359416908650071932804017163840644987871753756781185,5411188269023078913107603617634779489432032102773359416908650071932804017163840644987871753756781185,5411188269023078913107603617634779489432032102773359416908650071932804017163840644987871753756781185,5411188269023078913107603617634779489432032102773359416908650071932804017163840644987871753756781185
39151,39051,100,100,4,333,4,337,263,044880834261845208730530973189,4929164253229336124315143065782640702838984098416029503092418971209716016492656134134334222988279099,53442317322646378476...34134334222988279099,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,4929164253229336124315143065782640702838984098416029503092418971209716016492656134134334222988279099,True,False,4929164253229336124315143065782640702838984098416029503092418971209716016492656134134334222988279099,4929164253229336124315143065782640702838984098416029503092418971209716016492656134134334222988279099,4929164253229336124315143065782640702838984098416029503092418971209716016492656134134334222988279099,4929164253229336124315143065782640702838984098416029503092418971209716016492656134134334222988279099
43845,43745,100,100,4,333,4,337,263,644604170520447004631513797543,1737187756039815962647501410906658866162180038266989961965580587208639721176995219466789857011798332,91567477566676051087...19466789857011798332,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1737187756039815962647501410906658866162180038266989961965580587208639721176995219466789857011798332,True,False,1737187756039815962647501410906658866162180038266989961965580587208639721176995219466789857011798332,1737187756039815962647501410906658866162180038266989961965580587208639721176995219466789857011798332,1737187756039815962647501410906658866162180038266989961965580587208639721176995219466789857011798332,1737187756039815962647501410906658866162180038266989961965580587208639721176995219466789857011798332
50000,49900,100,100,4,333,4,337,263,112718106910522900246574236041,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,15840522953693749971...64344860620123982169,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,True,False,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169
55747,55647,100,100,4,333,4,337,263,119734709402357457222271212526,8523842958742735015636600931880454933389897415714905441825597380808715652814301026704602843168192303,98976293353258555756...26704602843168192303,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8523842958742735015636600931880454933389897415714905441825597380808715652814301026704602843168192303,True,False,8523842958742735015636600931880454933389897415714905441825597380808715652814301026704602843168192303,8523842958742735015636600931880454933389897415714905441825597380808715652814301026704602843168192303,8523842958742735015636600931880454933389897415714905441825597380808715652814301026704602843168192303,8523842958742735015636600931880454933389897415714905441825597380808715652814301026704602843168192303
86388,86288,100,100,4,333,4,337,263,010286065785859126997463766174,1463934159569539554203314628026518951167938074573315759846086173702687867602943677780500244673391332,58161346901806965089...77780500244673391332,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1463934159569539554203314628026518951167938074573315759846086173702687867602943677780500244673391332,True,False,1463934159569539554203314628026518951167938074573315759846086173702687867602943677780500244673391332,1463934159569539554203314628026518951167938074573315759846086173702687867602943677780500244673391332,1463934159569539554203314628026518951167938074573315759846086173702687867602943677780500244673391332,1463934159569539554203314628026518951167938074573315759846086173702687867602943677780500244673391332
93608,93508,100,100,4,333,4,337,263,352228334301379533729540162576,2322808113849949187614414132293376710656349252881452823950620902235787668465011666009738275366040544,15613869236344335855...66009738275366040544,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2322808113849949187614414132293376710656349252881452823950620902235787668465011666009738275366040544,True,False,2322808113849949187614414132293376710656349252881452823950620902235787668465011666009738275366040544,2322808113849949187614414132293376710656349252881452823950620902235787668465011666009738275366040544,2322808113849949187614414132293376710656349252881452823950620902235787668465011666009738275366040544,2322808113849949187614414132293376710656349252881452823950620902235787668465011666009738275366040544
100000,99900,100,100,4,333,4,337,263,712790913767420805655493624646,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,85750163634113146275...85591647877727473927,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,True,False,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927
107517,107417,100,100,4,333,4,337,263,448993947541474608339918696889,2711569423454926512466455077925540281050376220359675305586018564920560628790907694533392088088494778,94867801346182178759...94533392088088494778,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2711569423454926512466455077925540281050376220359675305586018564920560628790907694533392088088494778,True,False,2711569423454926512466455077925540281050376220359675305586018564920560628790907694533392088088494778,2711569423454926512466455077925540281050376220359675305586018564920560628790907694533392088088494778,2711569423454926512466455077925540281050376220359675305586018564920560628790907694533392088088494778,2711569423454926512466455077925540281050376220359675305586018564920560628790907694533392088088494778
120851,120751,100,100,4,333,4,337,263,779565892055456243429798279413,4891756382400771612173324736428540160610044337641457220785921715591401037832020132133833096380778904,85808831241242882876...32133833096380778904,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,4891756382400771612173324736428540160610044337641457220785921715591401037832020132133833096380778904,True,False,4891756382400771612173324736428540160610044337641457220785921715591401037832020132133833096380778904,4891756382400771612173324736428540160610044337641457220785921715591401037832020132133833096380778904,4891756382400771612173324736428540160610044337641457220785921715591401037832020132133833096380778904,4891756382400771612173324736428540160610044337641457220785921715591401037832020132133833096380778904
151892,151792,100,100,4,333,4,337,263,240198813494984438436763827041,1742100369511690111801683269994661201008605320941579019288976139784035165111599346420444148276820545,75320978326529216825...46420444148276820545,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1742100369511690111801683269994661201008605320941579019288976139784035165111599346420444148276820545,True,False,1742100369511690111801683269994661201008605320941579019288976139784035165111599346420444148276820545,1742100369511690111801683269994661201008605320941579019288976139784035165111599346420444148276820545,1742100369511690111801683269994661201008605320941579019288976139784035165111599346420444148276820545,1742100369511690111801683269994661201008605320941579019288976139784035165111599346420444148276820545
191297,191197,100,100,4,333,4,337,263,620117181006104722585841850028,6341562115688441856620282727660065536243416531861727054704601829523329536489605733307453064730077394,03332647089156195552...33307453064730077394,202,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,6341562115688441856620282727660065536243416531861727054704601829523329536489605733307453064730077394,True,False,6341562115688441856620282727660065536243416531861727054704601829523329536489605733307453064730077394,6341562115688441856620282727660065536243416531861727054704601829523329536489605733307453064730077394,6341562115688441856620282727660065536243416531861727054704601829523329536489605733307453064730077394,6341562115688441856620282727660065536243416531861727054704601829523329536489605733307453064730077394
198273,198173,100,100,4,333,4,337,263,974450829108449142753286512578,8432014337191619507424345854267127681102600799697732731091087404071388839859302056854770568128370032,32143131056511403216...56854770568128370032,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8432014337191619507424345854267127681102600799697732731091087404071388839859302056854770568128370032,True,False,8432014337191619507424345854267127681102600799697732731091087404071388839859302056854770568128370032,8432014337191619507424345854267127681102600799697732731091087404071388839859302056854770568128370032,8432014337191619507424345854267127681102600799697732731091087404071388839859302056854770568128370032,8432014337191619507424345854267127681102600799697732731091087404071388839859302056854770568128370032
212329,212229,100,100,4,333,4,337,263,775066750394884663677721467921,1218536122363167218880380661069859370237909631869224025911914634584614974171219255019925474796004846,17080824301691666177...55019925474796004846,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1218536122363167218880380661069859370237909631869224025911914634584614974171219255019925474796004846,True,False,1218536122363167218880380661069859370237909631869224025911914634584614974171219255019925474796004846,1218536122363167218880380661069859370237909631869224025911914634584614974171219255019925474796004846,1218536122363167218880380661069859370237909631869224025911914634584614974171219255019925474796004846,1218536122363167218880380661069859370237909631869224025911914634584614974171219255019925474796004846
251839,251739,100,100,4,333,4,337,263,546447861792435817101125518513,1787177450430735364502976150729230110833080255153495186929484971690099173039476973337895650229561487,79034541053250205495...73337895650229561487,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1787177450430735364502976150729230110833080255153495186929484971690099173039476973337895650229561487,True,False,1787177450430735364502976150729230110833080255153495186929484971690099173039476973337895650229561487,1787177450430735364502976150729230110833080255153495186929484971690099173039476973337895650229561487,1787177450430735364502976150729230110833080255153495186929484971690099173039476973337895650229561487,1787177450430735364502976150729230110833080255153495186929484971690099173039476973337895650229561487
257948,257848,100,100,4,333,4,337,263,075908103313306591475749539436,5387018430653038342790401430598298810968662879396068421340105866813687700862550410669655362243076097,33941172086135358840...10669655362243076097,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,5387018430653038342790401430598298810968662879396068421340105866813687700862550410669655362243076097,True,False,5387018430653038342790401430598298810968662879396068421340105866813687700862550410669655362243076097,5387018430653038342790401430598298810968662879396068421340105866813687700862550410669655362243076097,5387018430653038342790401430598298810968662879396068421340105866813687700862550410669655362243076097,5387018430653038342790401430598298810968662879396068421340105866813687700862550410669655362243076097
266404,266304,100,100,4,333,4,337,263,725499842854841956681924545197,4709306142275315129844530918275771513611816730358093214603225847235281182550470606215426224324551446,81381010666734245915...06215426224324551446,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,4709306142275315129844530918275771513611816730358093214603225847235281182550470606215426224324551446,True,False,4709306142275315129844530918275771513611816730358093214603225847235281182550470606215426224324551446,4709306142275315129844530918275771513611816730358093214603225847235281182550470606215426224324551446,4709306142275315129844530918275771513611816730358093214603225847235281182550470606215426224324551446,4709306142275315129844530918275771513611816730358093214603225847235281182550470606215426224324551446
277982,277882,100,100,4,333,4,337,263,801563037304690809309792735365,8564913574711350904412759076490299193882008262173939592861233365729706646410270587838551318934657962,60126745615131039107...87838551318934657962,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8564913574711350904412759076490299193882008262173939592861233365729706646410270587838551318934657962,True,False,8564913574711350904412759076490299193882008262173939592861233365729706646410270587838551318934657962,8564913574711350904412759076490299193882008262173939592861233365729706646410270587838551318934657962,8564913574711350904412759076490299193882008262173939592861233365729706646410270587838551318934657962,8564913574711350904412759076490299193882008262173939592861233365729706646410270587838551318934657962
279609,279509,100,100,4,333,4,337,263,782724332922702482645480284999,8567554945269468703275037839400366514426856820813090209490578996221008140773669655662797895875993816,52012125037797657263...55662797895875993816,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8567554945269468703275037839400366514426856820813090209490578996221008140773669655662797895875993816,True,False,8567554945269468703275037839400366514426856820813090209490578996221008140773669655662797895875993816,8567554945269468703275037839400366514426856820813090209490578996221008140773669655662797895875993816,8567554945269468703275037839400366514426856820813090209490578996221008140773669655662797895875993816,8567554945269468703275037839400366514426856820813090209490578996221008140773669655662797895875993816
285642,285542,100,100,4,333,4,337,263,151575005988399640141880497306,9975506691012924075303749581557846276831148373516100826421056868786356840858920119268252437039035251,66448079048426771915...19268252437039035251,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,9975506691012924075303749581557846276831148373516100826421056868786356840858920119268252437039035251,True,False,9975506691012924075303749581557846276831148373516100826421056868786356840858920119268252437039035251,9975506691012924075303749581557846276831148373516100826421056868786356840858920119268252437039035251,9975506691012924075303749581557846276831148373516100826421056868786356840858920119268252437039035251,9975506691012924075303749581557846276831148373516100826421056868786356840858920119268252437039035251
308991,308891,100,100,4,333,4,337,263,900315217552148825260347141601,8195384541767118062521836875819415407036768156157661817204779986923314640336138033465204018426158039,29626859818060293772...33465204018426158039,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8195384541767118062521836875819415407036768156157661817204779986923314640336138033465204018426158039,True,False,8195384541767118062521836875819415407036768156157661817204779986923314640336138033465204018426158039,8195384541767118062521836875819415407036768156157661817204779986923314640336138033465204018426158039,8195384541767118062521836875819415407036768156157661817204779986923314640336138033465204018426158039,8195384541767118062521836875819415407036768156157661817204779986923314640336138033465204018426158039
315630,315530,100,100,4,333,4,337,263,738166616867800483272929905942,8102968161574696306060610106226717021253966747951389381374853895351757832945136426006936137777440005,63574028799401356921...26006936137777440005,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8102968161574696306060610106226717021253966747951389381374853895351757832945136426006936137777440005,True,False,8102968161574696306060610106226717021253966747951389381374853895351757832945136426006936137777440005,8102968161574696306060610106226717021253966747951389381374853895351757832945136426006936137777440005,8102968161574696306060610106226717021253966747951389381374853895351757832945136426006936137777440005,8102968161574696306060610106226717021253966747951389381374853895351757832945136426006936137777440005
336216,336116,100,100,4,333,4,337,263,498866876544103827053374089892,1040368677365604542858451695031402232363375702641796577852081754489246557099240813236655786985264535,35968762159670812495...13236655786985264535,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1040368677365604542858451695031402232363375702641796577852081754489246557099240813236655786985264535,True,False,1040368677365604542858451695031402232363375702641796577852081754489246557099240813236655786985264535,1040368677365604542858451695031402232363375702641796577852081754489246557099240813236655786985264535,1040368677365604542858451695031402232363375702641796577852081754489246557099240813236655786985264535,1040368677365604542858451695031402232363375702641796577852081754489246557099240813236655786985264535
367990,367890,100,100,4,333,4,337,263,164356596853145826507561070572,4702998374090486017243764198142270431480373845293687436005363912672650761568078131420041224119594940,24749169464666678961...31420041224119594940,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,4702998374090486017243764198142270431480373845293687436005363912672650761568078131420041224119594940,True,False,4702998374090486017243764198142270431480373845293687436005363912672650761568078131420041224119594940,4702998374090486017243764198142270431480373845293687436005363912672650761568078131420041224119594940,4702998374090486017243764198142270431480373845293687436005363912672650761568078131420041224119594940,4702998374090486017243764198142270431480373845293687436005363912672650761568078131420041224119594940
385566,385466,100,100,4,333,4,337,263,761100283487432190524333293992,8094883906152940641101879375394113430317191685263553167352985363986776163506611968224723486403409681,31840478469364290251...68224723486403409681,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8094883906152940641101879375394113430317191685263553167352985363986776163506611968224723486403409681,True,False,8094883906152940641101879375394113430317191685263553167352985363986776163506611968224723486403409681,8094883906152940641101879375394113430317191685263553167352985363986776163506611968224723486403409681,8094883906152940641101879375394113430317191685263553167352985363986776163506611968224723486403409681,8094883906152940641101879375394113430317191685263553167352985363986776163506611968224723486403409681
403299,403199,100,100,4,333,4,337,263,401425042106378331650979093472,5949942661704520723269101718680689315989500806239975869483897052416122301717289403904669984942721339,14811927779674839102...03904669984942721339,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,5949942661704520723269101718680689315989500806239975869483897052416122301717289403904669984942721339,True,False,5949942661704520723269101718680689315989500806239975869483897052416122301717289403904669984942721339,5949942661704520723269101718680689315989500806239975869483897052416122301717289403904669984942721339,5949942661704520723269101718680689315989500806239975869483897052416122301717289403904669984942721339,5949942661704520723269101718680689315989500806239975869483897052416122301717289403904669984942721339
447395,447295,100,100,4,333,4,337,263,394961386871671776305654609188,5655184434451689033462458468291241431753586574989124759556089604029215539397744642887727951622306124,25836760077390083656...42887727951622306124,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,5655184434451689033462458468291241431753586574989124759556089604029215539397744642887727951622306124,True,False,5655184434451689033462458468291241431753586574989124759556089604029215539397744642887727951622306124,5655184434451689033462458468291241431753586574989124759556089604029215539397744642887727951622306124,5655184434451689033462458468291241431753586574989124759556089604029215539397744642887727951622306124,5655184434451689033462458468291241431753586574989124759556089604029215539397744642887727951622306124
447593,447493,100,100,4,333,4,337,263,430948667539415116316766582814,0370086686554764383397704275712504474922142296908062278760854440485881399571274756130190263751507387,24647793088265423574...56130190263751507387,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0370086686554764383397704275712504474922142296908062278760854440485881399571274756130190263751507387,True,False,370086686554764383397704275712504474922142296908062278760854440485881399571274756130190263751507387,370086686554764383397704275712504474922142296908062278760854440485881399571274756130190263751507387,370086686554764383397704275712504474922142296908062278760854440485881399571274756130190263751507387,370086686554764383397704275712504474922142296908062278760854440485881399571274756130190263751507387
460484,460384,100,100,4,333,4,337,263,764537402218188411874481338287,9471964454937570020723469625336015922182028081797260491282924207267129800242376002246485008798898857,47009098986271677224...02246485008798898857,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,9471964454937570020723469625336015922182028081797260491282924207267129800242376002246485008798898857,True,False,9471964454937570020723469625336015922182028081797260491282924207267129800242376002246485008798898857,9471964454937570020723469625336015922182028081797260491282924207267129800242376002246485008798898857,9471964454937570020723469625336015922182028081797260491282924207267129800242376002246485008798898857,9471964454937570020723469625336015922182028081797260491282924207267129800242376002246485008798898857
465533,465433,100,100,4,333,4,337,263,844886149827139560795729139057,9008646612982441522813477864422645334901586371744886261087774283733758627720819683069638318058811078,52008268900378635478...83069638318058811078,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,9008646612982441522813477864422645334901586371744886261087774283733758627720819683069638318058811078,True,False,9008646612982441522813477864422645334901586371744886261087774283733758627720819683069638318058811078,9008646612982441522813477864422645334901586371744886261087774283733758627720819683069638318058811078,9008646612982441522813477864422645334901586371744886261087774283733758627720819683069638318058811078,9008646612982441522813477864422645334901586371744886261087774283733758627720819683069638318058811078
475202,475102,100,100,4,333,4,337,263,858568197468429290417067166141,3318850438469807973560177710481176836641077939679436202684819117731482408997692555128826314527801264,93039583740097385870...55128826314527801264,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,3318850438469807973560177710481176836641077939679436202684819117731482408997692555128826314527801264,True,False,3318850438469807973560177710481176836641077939679436202684819117731482408997692555128826314527801264,3318850438469807973560177710481176836641077939679436202684819117731482408997692555128826314527801264,3318850438469807973560177710481176836641077939679436202684819117731482408997692555128826314527801264,3318850438469807973560177710481176836641077939679436202684819117731482408997692555128826314527801264
484351,484251,100,100,4,333,4,337,263,608907655734436344801490488298,3571898164096451011928985398760882296922643542082445684123687523325897783852438454227592056760926079,09554244912267385285...54227592056760926079,202,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,3571898164096451011928985398760882296922643542082445684123687523325897783852438454227592056760926079,True,False,3571898164096451011928985398760882296922643542082445684123687523325897783852438454227592056760926079,3571898164096451011928985398760882296922643542082445684123687523325897783852438454227592056760926079,3571898164096451011928985398760882296922643542082445684123687523325897783852438454227592056760926079,3571898164096451011928985398760882296922643542082445684123687523325897783852438454227592056760926079
485607,485507,100,100,4,333,4,337,263,926656176868862932116256560500,8454294559032917372009820858817353746878318206447022686127649760906343394156649026426219449599972627,99851692200508139102...26426219449599972627,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8454294559032917372009820858817353746878318206447022686127649760906343394156649026426219449599972627,True,False,8454294559032917372009820858817353746878318206447022686127649760906343394156649026426219449599972627,8454294559032917372009820858817353746878318206447022686127649760906343394156649026426219449599972627,8454294559032917372009820858817353746878318206447022686127649760906343394156649026426219449599972627,8454294559032917372009820858817353746878318206447022686127649760906343394156649026426219449599972627
500000,499900,100,100,4,333,4,337,263,193325290740424876025138195242,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,53416523703165307043...78437678852418719663,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,True,False,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663
510642,510542,100,100,4,333,4,337,263,408356160399848851377292303432,3530097939678336983009127779979497170462853141004353493338226748496581775235312719601590617282846213,32783932847926470562...19601590617282846213,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,3530097939678336983009127779979497170462853141004353493338226748496581775235312719601590617282846213,True,False,3530097939678336983009127779979497170462853141004353493338226748496581775235312719601590617282846213,3530097939678336983009127779979497170462853141004353493338226748496581775235312719601590617282846213,3530097939678336983009127779979497170462853141004353493338226748496581775235312719601590617282846213,3530097939678336983009127779979497170462853141004353493338226748496581775235312719601590617282846213
528676,528576,100,100,4,333,4,337,263,868188531550715521356754582486,2107453652890422991722156412432965485960404760340108960793000197018816034018706687673493011680676253,94216675674857856141...87673493011680676253,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2107453652890422991722156412432965485960404760340108960793000197018816034018706687673493011680676253,True,False,2107453652890422991722156412432965485960404760340108960793000197018816034018706687673493011680676253,2107453652890422991722156412432965485960404760340108960793000197018816034018706687673493011680676253,2107453652890422991722156412432965485960404760340108960793000197018816034018706687673493011680676253,2107453652890422991722156412432965485960404760340108960793000197018816034018706687673493011680676253
534982,534882,100,100,4,333,4,337,263,558897521380576361590214842158,3350868717691213845760044375608187454847305378791606854309384081019497206105993813537730874309360802,60343284213467493632...13537730874309360802,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,3350868717691213845760044375608187454847305378791606854309384081019497206105993813537730874309360802,True,False,3350868717691213845760044375608187454847305378791606854309384081019497206105993813537730874309360802,3350868717691213845760044375608187454847305378791606854309384081019497206105993813537730874309360802,3350868717691213845760044375608187454847305378791606854309384081019497206105993813537730874309360802,3350868717691213845760044375608187454847305378791606854309384081019497206105993813537730874309360802
553096,552996,100,100,4,333,4,337,263,053463660636396370508400603225,9444236806840701090414791408074372432537542045294549232054885409447277733086772895728448351993062406,11573256811536605504...95728448351993062406,202,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,9444236806840701090414791408074372432537542045294549232054885409447277733086772895728448351993062406,True,False,9444236806840701090414791408074372432537542045294549232054885409447277733086772895728448351993062406,9444236806840701090414791408074372432537542045294549232054885409447277733086772895728448351993062406,9444236806840701090414791408074372432537542045294549232054885409447277733086772895728448351993062406,9444236806840701090414791408074372432537542045294549232054885409447277733086772895728448351993062406
557826,557726,100,100,4,333,4,337,263,088239346961329546058235596168,8596144385517732556825720040864066715726142874215865629365346667650305399437264337771175524863334654,92326469347606735917...37771175524863334654,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8596144385517732556825720040864066715726142874215865629365346667650305399437264337771175524863334654,True,False,8596144385517732556825720040864066715726142874215865629365346667650305399437264337771175524863334654,8596144385517732556825720040864066715726142874215865629365346667650305399437264337771175524863334654,8596144385517732556825720040864066715726142874215865629365346667650305399437264337771175524863334654,8596144385517732556825720040864066715726142874215865629365346667650305399437264337771175524863334654
558499,558399,100,100,4,333,4,337,263,687382883091817168865047464734,2006016159445817592764878317510061540571533408027770017339348691597254483584995703116908905023479004,15811333830478324658...03116908905023479004,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2006016159445817592764878317510061540571533408027770017339348691597254483584995703116908905023479004,True,False,2006016159445817592764878317510061540571533408027770017339348691597254483584995703116908905023479004,2006016159445817592764878317510061540571533408027770017339348691597254483584995703116908905023479004,2006016159445817592764878317510061540571533408027770017339348691597254483584995703116908905023479004,2006016159445817592764878317510061540571533408027770017339348691597254483584995703116908905023479004
559377,559277,100,100,4,333,4,337,263,319090947564277462823464504961,8558957186727089305050991750825906016230356085410026150659958294094188223171176685610343109409015195,94725860193048018878...85610343109409015195,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,8558957186727089305050991750825906016230356085410026150659958294094188223171176685610343109409015195,True,False,8558957186727089305050991750825906016230356085410026150659958294094188223171176685610343109409015195,8558957186727089305050991750825906016230356085410026150659958294094188223171176685610343109409015195,8558957186727089305050991750825906016230356085410026150659958294094188223171176685610343109409015195,8558957186727089305050991750825906016230356085410026150659958294094188223171176685610343109409015195
575596,575496,100,100,4,333,4,337,263,164285764558538815095998654259,9611112126352521835373754089383829940714767194795565653338103356092091651358796043175645214900210873,36058350652163718143...43175645214900210873,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,9611112126352521835373754089383829940714767194795565653338103356092091651358796043175645214900210873,True,False,9611112126352521835373754089383829940714767194795565653338103356092091651358796043175645214900210873,9611112126352521835373754089383829940714767194795565653338103356092091651358796043175645214900210873,9611112126352521835373754089383829940714767194795565653338103356092091651358796043175645214900210873,9611112126352521835373754089383829940714767194795565653338103356092091651358796043175645214900210873
581971,581871,100,100,4,333,4,337,263,691796392094089540494967577669,1668312826151980538685795163887456933961269736698722204498574265207857339345005521824959736483872781,51864402703207009413...21824959736483872781,203,1,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1668312826151980538685795163887456933961269736698722204498574265207857339345005521824959736483872781,True,False,1668312826151980538685795163887456933961269736698722204498574265207857339345005521824959736483872781,1668312826151980538685795163887456933961269736698722204498574265207857339345005521824959736483872781,1668312826151980538685795163887456933961269736698722204498574265207857339345005521824959736483872781,1668312826151980538685795163887456933961269736698722204498574265207857339345005521824959736483872781
