H_boundary,start_M,known_n,hidden_k,cert_base,L_min,L_offset,L_cert,decimal_digits_used_for_cert,prefix_preview,true_hidden,true_full_preview,q_cell_C_digits,decimal_range_width,prefix_condition_range_width,candidate_count_after_prefix,recovered_hidden,success,ambiguous,Amin_minus_prefix_low,Amax_minus_prefix_low,candidate_low_minus_prefix_low,candidate_high_minus_prefix_low
773499,773399,100,1,4,168,8,176,166,283554972399990954386747911904,1,06885817458272106636...99909543867479119041,105,1,10,1,1,True,False,1,1,1,1
789330,789230,100,1,4,168,8,176,166,481349699003368236635925882060,1,16326193267872577312...33682366359258820601,106,1,10,1,1,True,False,1,1,1,1
800930,800830,100,1,4,168,8,176,166,815754559688069426018001303557,8,05616616081542952178...80694260180013035578,105,1,10,1,8,True,False,8,8,8,8
812721,812621,100,1,4,168,8,176,166,555547099528058650927489148560,6,63808915891141510626...80586509274891485606,106,1,10,1,6,True,False,6,6,6,6
818959,818859,100,1,4,168,8,176,166,384377391003701560450854244171,8,72003405068433161951...37015604508542441718,106,1,10,1,8,True,False,8,8,8,8
827885,827785,100,1,4,168,8,176,166,720299367123678763451986595708,0,78648629596772359938...36787634519865957080,106,1,10,1,0,True,False,0,0,0,0
843333,843233,100,1,4,168,8,176,166,240434415604684960365223220703,9,78678223829515530144...46849603652232207039,106,1,10,1,9,True,False,9,9,9,9
857856,857756,100,1,4,168,8,176,166,699910797483860730938322241856,5,10490498891712468573...38607309383222418565,105,1,10,1,5,True,False,5,5,5,5
880118,880018,100,1,4,168,8,176,166,583284264334984211990679033276,9,53875844710075645587...49842119906790332769,106,1,10,1,9,True,False,9,9,9,9
880603,880503,100,1,4,168,8,176,166,045942224722408579545248996614,9,40421022870695803169...24085795452489966149,106,1,10,1,9,True,False,9,9,9,9
892202,892102,100,1,4,168,8,176,166,957739544589473799649939650197,3,63318790725616930815...94737996499396501973,106,1,10,1,3,True,False,3,3,3,3
892348,892248,100,1,4,168,8,176,166,175145832906568124019088806520,5,06058943439705724396...65681240190888065205,105,1,10,1,5,True,False,5,5,5,5
904484,904384,100,1,4,168,8,176,166,003230917231449065960183944335,7,91561217866471781343...14490659601839443357,106,1,10,1,7,True,False,7,7,7,7
959903,959803,100,1,4,168,8,176,166,965669379924358729329116688498,3,12292940803068422036...43587293291166884983,106,1,10,1,3,True,False,3,3,3,3
967701,967601,100,1,4,168,8,176,166,393544273709938641506048173133,8,63149831353947601099...99386415060481731338,106,1,10,1,8,True,False,8,8,8,8
1000000,999900,100,1,4,168,8,176,166,996346460422090106105779458151,3,03156140333212728491...20901061057794581513,105,1,10,1,3,True,False,3,3,3,3
1040638,1040538,100,1,4,168,8,176,166,602919153834489079644615711200,1,74786681031630253844...44890796446157112001,106,1,10,1,1,True,False,1,1,1,1
1050753,1050653,100,1,4,168,8,176,166,765297983874266253555728527755,4,70027268738988850093...42662535557285277554,106,1,10,1,4,True,False,4,4,4,4
1054449,1054349,100,1,4,168,8,176,166,816211423182073703190901617186,1,30191205330560320788...20737031909016171861,106,1,10,1,1,True,False,1,1,1,1
1066238,1066138,100,1,4,168,8,176,166,870975745856207795103855683781,0,58184510673399867614...62077951038556837810,106,1,10,1,0,True,False,0,0,0,0
1073025,1072925,100,1,4,168,8,176,166,126061364416969195564379212364,1,47587072499814094666...69691955643792123641,106,1,10,1,1,True,False,1,1,1,1
1087990,1087890,100,1,4,168,8,176,166,447601478042451589123253078872,9,94397264387816193888...24515891232530788729,106,1,10,1,9,True,False,9,9,9,9
1115629,1115529,100,1,4,168,8,176,166,468886247167287846197413253229,7,01454422620859497457...72878461974132532297,105,1,10,1,7,True,False,7,7,7,7
1126103,1126003,100,1,4,168,8,176,166,125098254104681960641879262193,8,41378170518160474697...46819606418792621938,106,1,10,1,8,True,False,8,8,8,8
1147756,1147656,100,1,4,168,8,176,166,370388247159817963693475756171,6,61756698818256920224...98179636934757561716,106,1,10,1,6,True,False,6,6,6,6
1157754,1157654,100,1,4,168,8,176,166,386509777391167153832201552178,5,92569872966654485709...11671538322015521785,106,1,10,1,5,True,False,5,5,5,5
1163818,1163718,100,1,4,168,8,176,166,713009060289707249828453512200,9,09632771927478840729...97072498284535122009,105,1,10,1,9,True,False,9,9,9,9
1209529,1209429,100,1,4,168,8,176,166,820808065164308513057539071480,8,69559023859598888271...43085130575390714808,106,1,10,1,8,True,False,8,8,8,8
1304006,1303906,100,1,4,168,8,176,166,937726997501146562752347147257,5,16730827382393093549...11465627523471472575,106,1,10,1,5,True,False,5,5,5,5
1341736,1341636,100,1,4,168,8,176,166,517012397095488923922618979244,6,77662106553722776963...54889239226189792446,106,1,10,1,6,True,False,6,6,6,6
1348788,1348688,100,1,4,168,8,176,166,161193241010581644940662368625,6,12822950643105366816...05816449406623686256,106,1,10,1,6,True,False,6,6,6,6
1356556,1356456,100,1,4,168,8,176,166,827045346159517070858114277830,7,37449642375567021833...95170708581142778307,106,1,10,1,7,True,False,7,7,7,7
1396940,1396840,100,1,4,168,8,176,166,066490778751753866228503839850,1,19565476212738062612...17538662285038398501,106,1,10,1,1,True,False,1,1,1,1
1412239,1412139,100,1,4,168,8,176,166,117189027244940647588352476752,0,55822084705021116971...49406475883524767520,106,1,10,1,0,True,False,0,0,0,0
1430894,1430794,100,1,4,168,8,176,166,171626714866090941406006857538,6,47176801040011515229...60909414060068575386,106,1,10,1,6,True,False,6,6,6,6
1445909,1445809,100,1,4,168,8,176,166,844792035659926636374099719436,3,06336584083493730349...99266363740997194363,105,1,10,1,3,True,False,3,3,3,3
1446751,1446651,100,1,4,168,8,176,166,578125630560368595337897722005,9,85218935539854243460...03685953378977220059,106,1,10,1,9,True,False,9,9,9,9
1468610,1468510,100,1,4,168,8,176,166,438973711724940863265184149584,7,32106108303493213747...49408632651841495847,106,1,10,1,7,True,False,7,7,7,7
1468705,1468605,100,1,4,168,8,176,166,896523168579460538213641579407,7,49584722608575809276...94605382136415794077,106,1,10,1,7,True,False,7,7,7,7
1477909,1477809,100,1,4,168,8,176,166,725694330277252806146898876906,0,52561852192471851274...72528061468988769060,106,1,10,1,0,True,False,0,0,0,0
1488257,1488157,100,1,4,168,8,176,166,707541587478873646401654505082,0,83200859576215869142...88736464016545050820,106,1,10,1,0,True,False,0,0,0,0
1500000,1499900,100,1,4,168,8,176,166,794715117319607737991914462295,2,12975442171058259092...96077379919144622952,106,1,10,1,2,True,False,2,2,2,2
1551839,1551739,100,1,4,168,8,176,166,265697941996373019859275553374,7,15079658902294996386...63730198592755533747,106,1,10,1,7,True,False,7,7,7,7
1596235,1596135,100,1,4,168,8,176,166,372647468444051827821891124710,4,28087205485873903209...40518278218911247104,106,1,10,1,4,True,False,4,4,4,4
1598832,1598732,100,1,4,168,8,176,166,906187498720783156532379928631,5,29428349902513370566...07831565323799286315,106,1,10,1,5,True,False,5,5,5,5
1606966,1606866,100,1,4,168,8,176,166,331408545464600965124140149923,8,90659049539399029815...46009651241401499238,106,1,10,1,8,True,False,8,8,8,8
1608089,1607989,100,1,4,168,8,176,166,412298639874239459957921065835,7,06433851165885260513...42394599579210658357,105,1,10,1,7,True,False,7,7,7,7
1610213,1610113,100,1,4,168,8,176,166,840676938370527929620527899958,4,91569623341114777525...05279296205278999584,106,1,10,1,4,True,False,4,4,4,4
1625435,1625335,100,1,4,168,8,176,166,798804992789475784238370571738,5,03423351718452134576...94757842383705717385,105,1,10,1,5,True,False,5,5,5,5
1684039,1683939,100,1,4,168,8,176,166,852477959372044797523336188705,0,27654267749218341588...20447975233361887050,106,1,10,1,0,True,False,0,0,0,0
1684398,1684298,100,1,4,168,8,176,166,772020671298766747809619699508,0,20208481911719081166...87667478096196995080,106,1,10,1,0,True,False,0,0,0,0
1728416,1728316,100,1,4,168,8,176,166,999729176179301832402252844187,5,51597708341973169486...93018324022528441875,106,1,10,1,5,True,False,5,5,5,5
1745941,1745841,100,1,4,168,8,176,166,706527049797708300745929252280,3,22162217406469988447...77083007459292522803,106,1,10,1,3,True,False,3,3,3,3
1754761,1754661,100,1,4,168,8,176,166,065327984725464447960433491335,0,28480254347804630061...54644479604334913350,106,1,10,1,0,True,False,0,0,0,0
1783050,1782950,100,1,4,168,8,176,166,254307835200240208629385672231,8,20488915881922481887...02402086293856722318,106,1,10,1,8,True,False,8,8,8,8
1811447,1811347,100,1,4,168,8,176,166,929292245797167652375540617011,8,57279609143527490756...71676523755406170118,106,1,10,1,8,True,False,8,8,8,8
1815389,1815289,100,1,4,168,8,176,166,901797729584824489716294531929,5,75067409430396242470...48244897162945319295,106,1,10,1,5,True,False,5,5,5,5
1820147,1820047,100,1,4,168,8,176,166,234712316028860904374392869504,4,68746173569033706693...88609043743928695044,106,1,10,1,4,True,False,4,4,4,4
1843537,1843437,100,1,4,168,8,176,166,714340305270451545819145319651,4,03469116075174888778...04515458191453196514,105,1,10,1,4,True,False,4,4,4,4
1848479,1848379,100,1,4,168,8,176,166,771890083405436321326502790870,1,90629654435176514504...54363213265027908701,106,1,10,1,1,True,False,1,1,1,1
1855701,1855601,100,1,4,168,8,176,166,939962781242682760502085146310,5,26734194081970681963...26827605020851463105,106,1,10,1,5,True,False,5,5,5,5
1859291,1859191,100,1,4,168,8,176,166,187824677640649221356245101157,9,50112726556753302539...06492213562451011579,106,1,10,1,9,True,False,9,9,9,9
1881449,1881349,100,1,4,168,8,176,166,174500184610907852942425397985,0,27902938479799335646...09078529424253979850,106,1,10,1,0,True,False,0,0,0,0
1897638,1897538,100,1,4,168,8,176,166,046976751436639707383918942564,2,33461526016645163203...66397073839189425642,106,1,10,1,2,True,False,2,2,2,2
1901647,1901547,100,1,4,168,8,176,166,556188494378696802858033949971,9,24483407544642630603...86968028580339499719,106,1,10,1,9,True,False,9,9,9,9
1913257,1913157,100,1,4,168,8,176,166,139715536863282691525832959983,7,90568875332564785263...32826915258329599837,106,1,10,1,7,True,False,7,7,7,7
1943552,1943452,100,1,4,168,8,176,166,755495440214995589398703608787,2,31561443218191407790...49955893987036087872,106,1,10,1,2,True,False,2,2,2,2
1956221,1956121,100,1,4,168,8,176,166,008069054870351739777066256500,2,79143155023175407878...03517397770662565002,106,1,10,1,2,True,False,2,2,2,2
1984535,1984435,100,1,4,168,8,176,166,056331069486623609543505565751,2,11725622360716426397...66236095435055657512,106,1,10,1,2,True,False,2,2,2,2
1988383,1988283,100,1,4,168,8,176,166,237278546852170162806747599491,3,18445356995453150082...21701628067475994913,106,1,10,1,3,True,False,3,3,3,3
10000,9900,100,5,4,175,0,175,166,959688159205600101655256375678,56672,26456001623742880210...10165525637567856672,105,1,100000,1,56672,True,False,56672,56672,56672,56672
12953,12853,100,5,4,175,0,175,166,210259417375623899420757136275,16745,54522268126887268445...89942075713627516745,106,1,100000,1,16745,True,False,16745,16745,16745,16745
13584,13484,100,5,4,175,0,175,166,669134522244470804592396602817,15655,64294026682973865220...80459239660281715655,106,2,100000,2,,False,True,15654,15655,15654,15655
21165,21065,100,5,4,175,0,175,166,177601733073855475800605601433,77432,35955402864405902496...47580060560143377432,105,2,100000,2,,False,True,77432,77433,77432,77433
23743,23643,100,5,4,175,0,175,166,875571049729011487171897180046,96169,23103935786068961112...48717189718004696169,105,2,100000,2,,False,True,96169,96170,96169,96170
37545,37445,100,5,4,175,0,175,166,956119201229888988700607999279,54111,50553918991151335252...98870060799927954111,106,2,100000,2,,False,True,54111,54112,54111,54112
39151,39051,100,5,4,175,0,175,166,044880834261845208730530973189,49291,53442317322646378476...20873053097318949291,106,1,100000,1,49291,True,False,49291,49291,49291,49291
43845,43745,100,5,4,175,0,175,166,644604170520447004631513797543,17371,91567477566676051087...00463151379754317371,106,2,100000,2,,False,True,17371,17372,17371,17372
50000,49900,100,5,4,175,0,175,166,112718106910522900246574236041,30093,15840522953693749971...90024657423604130093,105,2,100000,2,,False,True,30093,30094,30093,30094
55747,55647,100,5,4,175,0,175,166,119734709402357457222271212526,85238,98976293353258555756...45722227121252685238,106,1,100000,1,85238,True,False,85238,85238,85238,85238
86388,86288,100,5,4,175,0,175,166,010286065785859126997463766174,14639,58161346901806965089...12699746376617414639,106,1,100000,1,14639,True,False,14639,14639,14639,14639
93608,93508,100,5,4,175,0,175,166,352228334301379533729540162576,23228,15613869236344335855...53372954016257623228,105,2,100000,2,,False,True,23227,23228,23227,23228
100000,99900,100,5,4,175,0,175,166,712790913767420805655493624646,41260,85750163634113146275...80565549362464641260,106,2,100000,2,,False,True,41259,41260,41259,41260
107517,107417,100,5,4,175,0,175,166,448993947541474608339918696889,27115,94867801346182178759...60833991869688927115,106,1,100000,1,27115,True,False,27115,27115,27115,27115
120851,120751,100,5,4,175,0,175,166,779565892055456243429798279413,48917,85808831241242882876...24342979827941348917,106,1,100000,1,48917,True,False,48917,48917,48917,48917
151892,151792,100,5,4,175,0,175,166,240198813494984438436763827041,17421,75320978326529216825...43843676382704117421,106,2,100000,2,,False,True,17420,17421,17420,17421
191297,191197,100,5,4,175,0,175,166,620117181006104722585841850028,63415,03332647089156195552...72258584185002863415,104,1,100000,1,63415,True,False,63415,63415,63415,63415
198273,198173,100,5,4,175,0,175,166,974450829108449142753286512578,84320,32143131056511403216...14275328651257884320,105,1,100000,1,84320,True,False,84320,84320,84320,84320
212329,212229,100,5,4,175,0,175,166,775066750394884663677721467921,12185,17080824301691666177...66367772146792112185,105,1,100000,1,12185,True,False,12185,12185,12185,12185
251839,251739,100,5,4,175,0,175,166,546447861792435817101125518513,17871,79034541053250205495...81710112551851317871,106,1,100000,1,17871,True,False,17871,17871,17871,17871
257948,257848,100,5,4,175,0,175,166,075908103313306591475749539436,53870,33941172086135358840...59147574953943653870,105,2,100000,2,,False,True,53869,53870,53869,53870
266404,266304,100,5,4,175,0,175,166,725499842854841956681924545197,47093,81381010666734245915...95668192454519747093,106,2,100000,2,,False,True,47092,47093,47092,47093
277982,277882,100,5,4,175,0,175,166,801563037304690809309792735365,85649,60126745615131039107...80930979273536585649,106,2,100000,2,,False,True,85648,85649,85648,85649
279609,279509,100,5,4,175,0,175,166,782724332922702482645480284999,85675,52012125037797657263...48264548028499985675,106,1,100000,1,85675,True,False,85675,85675,85675,85675
285642,285542,100,5,4,175,0,175,166,151575005988399640141880497306,99755,66448079048426771915...64014188049730699755,106,1,100000,1,99755,True,False,99755,99755,99755,99755
308991,308891,100,5,4,175,0,175,166,900315217552148825260347141601,81953,29626859818060293772...82526034714160181953,105,1,100000,1,81953,True,False,81953,81953,81953,81953
315630,315530,100,5,4,175,0,175,166,738166616867800483272929905942,81029,63574028799401356921...48327292990594281029,106,2,100000,2,,False,True,81029,81030,81029,81030
336216,336116,100,5,4,175,0,175,166,498866876544103827053374089892,10403,35968762159670812495...82705337408989210403,105,1,100000,1,10403,True,False,10403,10403,10403,10403
367990,367890,100,5,4,175,0,175,166,164356596853145826507561070572,47029,24749169464666678961...82650756107057247029,105,2,100000,2,,False,True,47029,47030,47029,47030
385566,385466,100,5,4,175,0,175,166,761100283487432190524333293992,80948,31840478469364290251...19052433329399280948,105,2,100000,2,,False,True,80948,80949,80948,80949
403299,403199,100,5,4,175,0,175,166,401425042106378331650979093472,59499,14811927779674839102...33165097909347259499,105,1,100000,1,59499,True,False,59499,59499,59499,59499
447395,447295,100,5,4,175,0,175,166,394961386871671776305654609188,56551,25836760077390083656...77630565460918856551,105,2,100000,2,,False,True,56551,56552,56551,56552
447593,447493,100,5,4,175,0,175,166,430948667539415116316766582814,03700,24647793088265423574...11631676658281403700,105,1,100000,1,03700,True,False,3700,3700,3700,3700
460484,460384,100,5,4,175,0,175,166,764537402218188411874481338287,94719,47009098986271677224...41187448133828794719,106,1,100000,1,94719,True,False,94719,94719,94719,94719
465533,465433,100,5,4,175,0,175,166,844886149827139560795729139057,90086,52008268900378635478...56079572913905790086,106,1,100000,1,90086,True,False,90086,90086,90086,90086
475202,475102,100,5,4,175,0,175,166,858568197468429290417067166141,33188,93039583740097385870...29041706716614133188,106,1,100000,1,33188,True,False,33188,33188,33188,33188
484351,484251,100,5,4,175,0,175,166,608907655734436344801490488298,35718,09554244912267385285...34480149048829835718,105,2,100000,2,,False,True,35718,35719,35718,35719
485607,485507,100,5,4,175,0,175,166,926656176868862932116256560500,84542,99851692200508139102...93211625656050084542,106,2,100000,2,,False,True,84542,84543,84542,84543
500000,499900,100,5,4,175,0,175,166,193325290740424876025138195242,69739,53416523703165307043...87602513819524269739,106,2,100000,2,,False,True,69738,69739,69738,69739
510642,510542,100,5,4,175,0,175,166,408356160399848851377292303432,35300,32783932847926470562...85137729230343235300,105,2,100000,2,,False,True,35300,35301,35300,35301
528676,528576,100,5,4,175,0,175,166,868188531550715521356754582486,21074,94216675674857856141...52135675458248621074,106,1,100000,1,21074,True,False,21074,21074,21074,21074
534982,534882,100,5,4,175,0,175,166,558897521380576361590214842158,33508,60343284213467493632...36159021484215833508,106,1,100000,1,33508,True,False,33508,33508,33508,33508
553096,552996,100,5,4,175,0,175,166,053463660636396370508400603225,94442,11573256811536605504...37050840060322594442,105,1,100000,1,94442,True,False,94442,94442,94442,94442
557826,557726,100,5,4,175,0,175,166,088239346961329546058235596168,85961,92326469347606735917...54605823559616885961,106,1,100000,1,85961,True,False,85961,85961,85961,85961
558499,558399,100,5,4,175,0,175,166,687382883091817168865047464734,20060,15811333830478324658...16886504746473420060,105,2,100000,2,,False,True,20059,20060,20059,20060
559377,559277,100,5,4,175,0,175,166,319090947564277462823464504961,85589,94725860193048018878...46282346450496185589,106,1,100000,1,85589,True,False,85589,85589,85589,85589
575596,575496,100,5,4,175,0,175,166,164285764558538815095998654259,96111,36058350652163718143...81509599865425996111,105,2,100000,2,,False,True,96110,96111,96110,96111
581971,581871,100,5,4,175,0,175,166,691796392094089540494967577669,16683,51864402703207009413...54049496757766916683,106,2,100000,2,,False,True,16682,16683,16682,16683
593623,593523,100,5,4,175,0,175,166,655682803999261459692054638058,77136,25388857260584924330...45969205463805877136,105,1,100000,1,77136,True,False,77136,77136,77136,77136
602561,602461,100,5,4,175,0,175,166,358307724451600378609737374314,72179,57385900654837580715...37860973737431472179,106,1,100000,1,72179,True,False,72179,72179,72179,72179
612340,612240,100,5,4,175,0,175,166,651431942095955160726127413535,98331,62748941760376029752...16072612741353598331,106,1,100000,1,98331,True,False,98331,98331,98331,98331
663869,663769,100,5,4,175,0,175,166,342319019174724659837227207421,08557,01071948228998960737...65983722720742108557,104,1,100000,1,08557,True,False,8557,8557,8557,8557
685174,685074,100,5,4,175,0,175,166,821898843327591528070953988212,68398,14244283917159614658...52807095398821268398,105,2,100000,2,,False,True,68398,68399,68398,68399
692847,692747,100,5,4,175,0,175,166,511564310976617009500805367466,29214,16726617845496108737...00950080536746629214,105,2,100000,2,,False,True,29214,29215,29214,29215
693985,693885,100,5,4,175,0,175,166,319317228940480334599855226410,89298,72305221317126050716...33459985522641089298,106,2,100000,2,,False,True,89297,89298,89297,89298
717287,717187,100,5,4,175,0,175,166,185104828834584759112985991132,61806,28823924065637743898...75911298599113261806,105,2,100000,2,,False,True,61805,61806,61805,61806
773499,773399,100,5,4,175,0,175,166,283554972399990954386747911904,12064,06885817458272106636...95438674791190412064,105,2,100000,2,,False,True,12063,12064,12063,12064
789330,789230,100,5,4,175,0,175,166,481349699003368236635925882060,10751,16326193267872577312...23663592588206010751,105,1,100000,1,10751,True,False,10751,10751,10751,10751
800930,800830,100,5,4,175,0,175,166,815754559688069426018001303557,85547,05616616081542952178...42601800130355785547,105,2,100000,2,,False,True,85546,85547,85546,85547
812721,812621,100,5,4,175,0,175,166,555547099528058650927489148560,61501,63808915891141510626...65092748914856061501,106,1,100000,1,61501,True,False,61501,61501,61501,61501
818959,818859,100,5,4,175,0,175,166,384377391003701560450854244171,82946,72003405068433161951...56045085424417182946,106,1,100000,1,82946,True,False,82946,82946,82946,82946
827885,827785,100,5,4,175,0,175,166,720299367123678763451986595708,01187,78648629596772359938...76345198659570801187,106,1,100000,1,01187,True,False,1187,1187,1187,1187
843333,843233,100,5,4,175,0,175,166,240434415604684960365223220703,91819,78678223829515530144...96036522322070391819,106,2,100000,2,,False,True,91819,91820,91819,91820
857856,857756,100,5,4,175,0,175,166,699910797483860730938322241856,55436,10490498891712468573...73093832224185655436,105,1,100000,1,55436,True,False,55436,55436,55436,55436
880118,880018,100,5,4,175,0,175,166,583284264334984211990679033276,99506,53875844710075645587...21199067903327699506,106,2,100000,2,,False,True,99505,99506,99505,99506
880603,880503,100,5,4,175,0,175,166,045942224722408579545248996614,99631,40421022870695803169...57954524899661499631,105,1,100000,1,99631,True,False,99631,99631,99631,99631
892202,892102,100,5,4,175,0,175,166,957739544589473799649939650197,31801,63318790725616930815...79964993965019731801,106,2,100000,2,,False,True,31801,31802,31801,31802
892348,892248,100,5,4,175,0,175,166,175145832906568124019088806520,59214,06058943439705724396...12401908880652059214,105,1,100000,1,59214,True,False,59214,59214,59214,59214
904484,904384,100,5,4,175,0,175,166,003230917231449065960183944335,73246,91561217866471781343...06596018394433573246,106,2,100000,2,,False,True,73246,73247,73246,73247
959903,959803,100,5,4,175,0,175,166,965669379924358729329116688498,39364,12292940803068422036...72932911668849839364,105,2,100000,2,,False,True,39363,39364,39363,39364
967701,967601,100,5,4,175,0,175,166,393544273709938641506048173133,81076,63149831353947601099...64150604817313381076,106,2,100000,2,,False,True,81075,81076,81075,81076
1000000,999900,100,5,4,175,0,175,166,996346460422090106105779458151,30927,03156140333212728491...10610577945815130927,104,1,100000,1,30927,True,False,30927,30927,30927,30927
1040638,1040538,100,5,4,175,0,175,166,602919153834489079644615711200,18222,74786681031630253844...07964461571120018222,106,1,100000,1,18222,True,False,18222,18222,18222,18222
1050753,1050653,100,5,4,175,0,175,166,765297983874266253555728527755,48023,70027268738988850093...25355572852775548023,106,1,100000,1,48023,True,False,48023,48023,48023,48023
1054449,1054349,100,5,4,175,0,175,166,816211423182073703190901617186,10984,30191205330560320788...70319090161718610984,105,2,100000,2,,False,True,10984,10985,10984,10985
1066238,1066138,100,5,4,175,0,175,166,870975745856207795103855683781,07373,58184510673399867614...79510385568378107373,106,2,100000,2,,False,True,7372,7373,7372,7373
1073025,1072925,100,5,4,175,0,175,166,126061364416969195564379212364,11830,47587072499814094666...19556437921236411830,106,2,100000,2,,False,True,11830,11831,11830,11831
1087990,1087890,100,5,4,175,0,175,166,447601478042451589123253078872,91504,94397264387816193888...58912325307887291504,106,1,100000,1,91504,True,False,91504,91504,91504,91504
1115629,1115529,100,5,4,175,0,175,166,468886247167287846197413253229,73754,01454422620859497457...84619741325322973754,104,2,100000,2,,False,True,73753,73754,73753,73754
1126103,1126003,100,5,4,175,0,175,166,125098254104681960641879262193,80342,41378170518160474697...96064187926219380342,105,1,100000,1,80342,True,False,80342,80342,80342,80342
1147756,1147656,100,5,4,175,0,175,166,370388247159817963693475756171,65671,61756698818256920224...96369347575617165671,106,2,100000,2,,False,True,65670,65671,65670,65671
1157754,1157654,100,5,4,175,0,175,166,386509777391167153832201552178,56746,92569872966654485709...15383220155217856746,106,1,100000,1,56746,True,False,56746,56746,56746,56746
1163818,1163718,100,5,4,175,0,175,166,713009060289707249828453512200,91840,09632771927478840729...24982845351220091840,105,1,100000,1,91840,True,False,91840,91840,91840,91840
1209529,1209429,100,5,4,175,0,175,166,820808065164308513057539071480,81251,69559023859598888271...51305753907148081251,106,2,100000,2,,False,True,81251,81252,81251,81252
1304006,1303906,100,5,4,175,0,175,166,937726997501146562752347147257,52086,16730827382393093549...56275234714725752086,105,1,100000,1,52086,True,False,52086,52086,52086,52086
1341736,1341636,100,5,4,175,0,175,166,517012397095488923922618979244,68991,77662106553722776963...92392261897924468991,106,2,100000,2,,False,True,68990,68991,68990,68991
1348788,1348688,100,5,4,175,0,175,166,161193241010581644940662368625,60565,12822950643105366816...64494066236862560565,105,1,100000,1,60565,True,False,60565,60565,60565,60565
1356556,1356456,100,5,4,175,0,175,166,827045346159517070858114277830,76514,37449642375567021833...07085811427783076514,105,1,100000,1,76514,True,False,76514,76514,76514,76514
1396940,1396840,100,5,4,175,0,175,166,066490778751753866228503839850,12659,19565476212738062612...86622850383985012659,105,2,100000,2,,False,True,12658,12659,12658,12659
1412239,1412139,100,5,4,175,0,175,166,117189027244940647588352476752,05560,55822084705021116971...64758835247675205560,106,2,100000,2,,False,True,5560,5561,5560,5561
1430894,1430794,100,5,4,175,0,175,166,171626714866090941406006857538,67697,47176801040011515229...94140600685753867697,106,1,100000,1,67697,True,False,67697,67697,67697,67697
1445909,1445809,100,5,4,175,0,175,166,844792035659926636374099719436,36781,06336584083493730349...63637409971943636781,105,1,100000,1,36781,True,False,36781,36781,36781,36781
1446751,1446651,100,5,4,175,0,175,166,578125630560368595337897722005,92742,85218935539854243460...59533789772200592742,106,1,100000,1,92742,True,False,92742,92742,92742,92742
1468610,1468510,100,5,4,175,0,175,166,438973711724940863265184149584,72260,32106108303493213747...86326518414958472260,105,2,100000,2,,False,True,72260,72261,72260,72261
1468705,1468605,100,5,4,175,0,175,166,896523168579460538213641579407,79058,49584722608575809276...53821364157940779058,106,1,100000,1,79058,True,False,79058,79058,79058,79058
1477909,1477809,100,5,4,175,0,175,166,725694330277252806146898876906,08625,52561852192471851274...80614689887690608625,106,2,100000,2,,False,True,8625,8626,8625,8626
1488257,1488157,100,5,4,175,0,175,166,707541587478873646401654505082,09307,83200859576215869142...64640165450508209307,106,1,100000,1,09307,True,False,9307,9307,9307,9307
1500000,1499900,100,5,4,175,0,175,166,794715117319607737991914462295,24435,12975442171058259092...73799191446229524435,105,2,100000,2,,False,True,24434,24435,24434,24435
1551839,1551739,100,5,4,175,0,175,166,265697941996373019859275553374,76520,15079658902294996386...01985927555337476520,105,1,100000,1,76520,True,False,76520,76520,76520,76520
1596235,1596135,100,5,4,175,0,175,166,372647468444051827821891124710,48838,28087205485873903209...82782189112471048838,105,2,100000,2,,False,True,48837,48838,48837,48838
1598832,1598732,100,5,4,175,0,175,166,906187498720783156532379928631,54152,29428349902513370566...15653237992863154152,105,2,100000,2,,False,True,54151,54152,54151,54152
1606966,1606866,100,5,4,175,0,175,166,331408545464600965124140149923,88809,90659049539399029815...96512414014992388809,106,2,100000,2,,False,True,88809,88810,88809,88810
1608089,1607989,100,5,4,175,0,175,166,412298639874239459957921065835,76170,06433851165885260513...45995792106583576170,105,1,100000,1,76170,True,False,76170,76170,76170,76170
1610213,1610113,100,5,4,175,0,175,166,840676938370527929620527899958,43635,91569623341114777525...92962052789995843635,106,1,100000,1,43635,True,False,43635,43635,43635,43635
1625435,1625335,100,5,4,175,0,175,166,798804992789475784238370571738,51230,03423351718452134576...78423837057173851230,104,1,100000,1,51230,True,False,51230,51230,51230,51230
1684039,1683939,100,5,4,175,0,175,166,852477959372044797523336188705,09955,27654267749218341588...79752333618870509955,105,1,100000,1,09955,True,False,9955,9955,9955,9955
1684398,1684298,100,5,4,175,0,175,166,772020671298766747809619699508,01787,20208481911719081166...74780961969950801787,105,1,100000,1,01787,True,False,1787,1787,1787,1787
1728416,1728316,100,5,4,175,0,175,166,999729176179301832402252844187,59995,51597708341973169486...83240225284418759995,106,2,100000,2,,False,True,59994,59995,59994,59995
1745941,1745841,100,5,4,175,0,175,166,706527049797708300745929252280,32486,22162217406469988447...30074592925228032486,105,2,100000,2,,False,True,32486,32487,32486,32487
1754761,1754661,100,5,4,175,0,175,166,065327984725464447960433491335,09129,28480254347804630061...44796043349133509129,105,2,100000,2,,False,True,9129,9130,9129,9130
1783050,1782950,100,5,4,175,0,175,166,254307835200240208629385672231,83936,20488915881922481887...20862938567223183936,105,2,100000,2,,False,True,83936,83937,83936,83937
1811447,1811347,100,5,4,175,0,175,166,929292245797167652375540617011,80069,57279609143527490756...65237554061701180069,106,2,100000,2,,False,True,80068,80069,80068,80069
