H_boundary,start_M,known_n,hidden_k,Q_cert,offset,D_total_decimal_depth,L_min,L_cert,decimal_digits_used_for_cert,known_prefix_tail_preview,true_hidden,recovered_hidden,success,ambiguous,candidate_count,surviving_digits_if_k1,A_min_minus_prefix_low,A_max_minus_prefix_low,candidate_low_minus_prefix_low,candidate_high_minus_prefix_low,q_cell_decimal_digits
50000,49900,100,100,4,1,200,333,334,292,112718106910522900246574236041,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,True,False,1,,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,201
50000,49900,100,100,4,2,200,333,335,292,112718106910522900246574236041,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,True,False,1,,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,201
50000,49900,100,100,4,4,200,333,337,293,112718106910522900246574236041,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,True,False,1,,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,203
50000,49900,100,100,16,0,200,167,167,292,112718106910522900246574236041,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,True,False,1,,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,201
50000,49900,100,100,16,1,200,167,168,293,112718106910522900246574236041,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,True,False,1,,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,202
50000,49900,100,100,16,2,200,167,169,294,112718106910522900246574236041,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,True,False,1,,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,203
50000,49900,100,100,16,4,200,167,171,296,112718106910522900246574236041,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,True,False,1,,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,206
100000,99900,100,100,4,0,200,333,333,291,712790913767420805655493624646,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,True,False,1,,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,201
100000,99900,100,100,4,1,200,333,334,292,712790913767420805655493624646,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,True,False,1,,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,202
100000,99900,100,100,4,2,200,333,335,292,712790913767420805655493624646,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,True,False,1,,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,202
100000,99900,100,100,4,4,200,333,337,293,712790913767420805655493624646,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,True,False,1,,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,203
100000,99900,100,100,16,0,200,167,167,292,712790913767420805655493624646,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,True,False,1,,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,202
100000,99900,100,100,16,1,200,167,168,293,712790913767420805655493624646,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,True,False,1,,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,203
100000,99900,100,100,16,2,200,167,169,294,712790913767420805655493624646,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,True,False,1,,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,204
100000,99900,100,100,16,4,200,167,171,296,712790913767420805655493624646,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,True,False,1,,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,4126002437968454377733902647251281941632007684873625176406596754069362175887930785591647877727473927,206
500000,499900,100,100,4,0,200,333,333,291,193325290740424876025138195242,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,True,False,1,,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,201
500000,499900,100,100,4,1,200,333,334,292,193325290740424876025138195242,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,True,False,1,,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,201
500000,499900,100,100,4,2,200,333,335,292,193325290740424876025138195242,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,True,False,1,,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,202
500000,499900,100,100,4,4,200,333,337,293,193325290740424876025138195242,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,True,False,1,,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,203
500000,499900,100,100,16,0,200,167,167,292,193325290740424876025138195242,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,True,False,1,,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,201
500000,499900,100,100,16,1,200,167,168,293,193325290740424876025138195242,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,True,False,1,,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,203
500000,499900,100,100,16,2,200,167,169,294,193325290740424876025138195242,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,True,False,1,,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,204
500000,499900,100,100,16,4,200,167,171,296,193325290740424876025138195242,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,True,False,1,,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,6973910175637197534300447961782504311533150675825627353434762525391425152757047878437678852418719663,206
1000000,999900,100,100,4,0,200,333,333,291,996346460422090106105779458151,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,True,False,1,,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,199
1000000,999900,100,100,4,1,200,333,334,292,996346460422090106105779458151,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,True,False,1,,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,200
1000000,999900,100,100,4,2,200,333,335,292,996346460422090106105779458151,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,True,False,1,,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,201
1000000,999900,100,100,4,4,200,333,337,293,996346460422090106105779458151,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,True,False,1,,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,202
1000000,999900,100,100,16,0,200,167,167,292,996346460422090106105779458151,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,True,False,1,,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,200
1000000,999900,100,100,16,1,200,167,168,293,996346460422090106105779458151,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,True,False,1,,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,201
1000000,999900,100,100,16,2,200,167,169,294,996346460422090106105779458151,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,True,False,1,,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,202
1000000,999900,100,100,16,4,200,167,171,296,996346460422090106105779458151,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,True,False,1,,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,3092756283208453158465200102779723561292301260586353601164920990258745552140396979115340224158981324,205
1500000,1499900,100,100,4,0,200,333,333,291,794715117319607737991914462295,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,,False,True,2,,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094767,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094767,200
1500000,1499900,100,100,4,1,200,333,334,292,794715117319607737991914462295,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,True,False,1,,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,201
1500000,1499900,100,100,4,2,200,333,335,292,794715117319607737991914462295,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,True,False,1,,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,201
1500000,1499900,100,100,4,4,200,333,337,293,794715117319607737991914462295,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,True,False,1,,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,203
1500000,1499900,100,100,16,0,200,167,167,292,794715117319607737991914462295,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,True,False,1,,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,201
1500000,1499900,100,100,16,1,200,167,168,293,794715117319607737991914462295,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,True,False,1,,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,202
1500000,1499900,100,100,16,2,200,167,169,294,794715117319607737991914462295,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,True,False,1,,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,203
1500000,1499900,100,100,16,4,200,167,171,296,794715117319607737991914462295,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,True,False,1,,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,2443520595016814213779537419131030028746318823960139328314993633816662265471213266946859790024094766,206
