H_boundary,start_M,known_n,hidden_k,Q_cert,offset,D_total_decimal_depth,L_min,L_cert,decimal_digits_used_for_cert,known_prefix_tail_preview,true_hidden,recovered_hidden,success,ambiguous,candidate_count,surviving_digits_if_k1,A_min_minus_prefix_low,A_max_minus_prefix_low,candidate_low_minus_prefix_low,candidate_high_minus_prefix_low,q_cell_decimal_digits
1000000,999900,100,5,16,1,105,88,89,198,996346460422090106105779458151,30927,30927,True,False,1,,30927,30927,30927,30927,106
1000000,999900,100,5,16,2,105,88,90,199,996346460422090106105779458151,30927,30927,True,False,1,,30927,30927,30927,30927,107
1000000,999900,100,5,16,4,105,88,92,201,996346460422090106105779458151,30927,30927,True,False,1,,30927,30927,30927,30927,110
1500000,1499900,100,5,4,0,105,175,175,196,794715117319607737991914462295,24435,,False,True,2,,24434,24435,24434,24435,105
1500000,1499900,100,5,4,1,105,175,176,196,794715117319607737991914462295,24435,24435,True,False,1,,24435,24435,24435,24435,106
1500000,1499900,100,5,4,2,105,175,177,197,794715117319607737991914462295,24435,24435,True,False,1,,24435,24435,24435,24435,106
1500000,1499900,100,5,4,4,105,175,179,198,794715117319607737991914462295,24435,24435,True,False,1,,24435,24435,24435,24435,107
1500000,1499900,100,5,16,0,105,88,88,196,794715117319607737991914462295,24435,24435,True,False,1,,24435,24435,24435,24435,106
1500000,1499900,100,5,16,1,105,88,89,198,794715117319607737991914462295,24435,24435,True,False,1,,24435,24435,24435,24435,107
1500000,1499900,100,5,16,2,105,88,90,199,794715117319607737991914462295,24435,24435,True,False,1,,24435,24435,24435,24435,108
1500000,1499900,100,5,16,4,105,88,92,201,794715117319607737991914462295,24435,24435,True,False,1,,24435,24435,24435,24435,110
10000,9900,100,10,4,0,110,183,183,201,959688159205600101655256375678,5667227966,,False,True,2,,5667227965,5667227966,5667227965,5667227966,110
10000,9900,100,10,4,1,110,183,184,201,959688159205600101655256375678,5667227966,5667227966,True,False,1,,5667227966,5667227966,5667227966,5667227966,111
10000,9900,100,10,4,2,110,183,185,202,959688159205600101655256375678,5667227966,5667227966,True,False,1,,5667227966,5667227966,5667227966,5667227966,111
10000,9900,100,10,4,4,110,183,187,203,959688159205600101655256375678,5667227966,5667227966,True,False,1,,5667227966,5667227966,5667227966,5667227966,113
10000,9900,100,10,16,0,110,92,92,201,959688159205600101655256375678,5667227966,5667227966,True,False,1,,5667227966,5667227966,5667227966,5667227966,111
10000,9900,100,10,16,1,110,92,93,202,959688159205600101655256375678,5667227966,5667227966,True,False,1,,5667227966,5667227966,5667227966,5667227966,112
10000,9900,100,10,16,2,110,92,94,204,959688159205600101655256375678,5667227966,5667227966,True,False,1,,5667227966,5667227966,5667227966,5667227966,113
10000,9900,100,10,16,4,110,92,96,206,959688159205600101655256375678,5667227966,5667227966,True,False,1,,5667227966,5667227966,5667227966,5667227966,116
50000,49900,100,10,4,0,110,183,183,201,112718106910522900246574236041,3009369188,,False,True,2,,3009369188,3009369189,3009369188,3009369189,110
50000,49900,100,10,4,1,110,183,184,201,112718106910522900246574236041,3009369188,,False,True,2,,3009369188,3009369189,3009369188,3009369189,110
50000,49900,100,10,4,2,110,183,185,202,112718106910522900246574236041,3009369188,3009369188,True,False,1,,3009369188,3009369188,3009369188,3009369188,111
50000,49900,100,10,4,4,110,183,187,203,112718106910522900246574236041,3009369188,3009369188,True,False,1,,3009369188,3009369188,3009369188,3009369188,112
50000,49900,100,10,16,0,110,92,92,201,112718106910522900246574236041,3009369188,,False,True,2,,3009369188,3009369189,3009369188,3009369189,110
50000,49900,100,10,16,1,110,92,93,202,112718106910522900246574236041,3009369188,3009369188,True,False,1,,3009369188,3009369188,3009369188,3009369188,112
50000,49900,100,10,16,2,110,92,94,204,112718106910522900246574236041,3009369188,3009369188,True,False,1,,3009369188,3009369188,3009369188,3009369188,113
50000,49900,100,10,16,4,110,92,96,206,112718106910522900246574236041,3009369188,3009369188,True,False,1,,3009369188,3009369188,3009369188,3009369188,115
100000,99900,100,10,4,0,110,183,183,201,712790913767420805655493624646,4126002437,,False,True,2,,4126002437,4126002438,4126002437,4126002438,111
100000,99900,100,10,4,1,110,183,184,201,712790913767420805655493624646,4126002437,,False,True,2,,4126002437,4126002438,4126002437,4126002438,111
100000,99900,100,10,4,2,110,183,185,202,712790913767420805655493624646,4126002437,4126002437,True,False,1,,4126002437,4126002437,4126002437,4126002437,112
100000,99900,100,10,4,4,110,183,187,203,712790913767420805655493624646,4126002437,4126002437,True,False,1,,4126002437,4126002437,4126002437,4126002437,113
100000,99900,100,10,16,0,110,92,92,201,712790913767420805655493624646,4126002437,,False,True,2,,4126002437,4126002438,4126002437,4126002438,111
100000,99900,100,10,16,1,110,92,93,202,712790913767420805655493624646,4126002437,4126002437,True,False,1,,4126002437,4126002437,4126002437,4126002437,112
100000,99900,100,10,16,2,110,92,94,204,712790913767420805655493624646,4126002437,4126002437,True,False,1,,4126002437,4126002437,4126002437,4126002437,114
100000,99900,100,10,16,4,110,92,96,206,712790913767420805655493624646,4126002437,4126002437,True,False,1,,4126002437,4126002437,4126002437,4126002437,116
500000,499900,100,10,4,0,110,183,183,201,193325290740424876025138195242,6973910175,,False,True,2,,6973910175,6973910176,6973910175,6973910176,110
500000,499900,100,10,4,1,110,183,184,201,193325290740424876025138195242,6973910175,6973910175,True,False,1,,6973910175,6973910175,6973910175,6973910175,111
500000,499900,100,10,4,2,110,183,185,202,193325290740424876025138195242,6973910175,6973910175,True,False,1,,6973910175,6973910175,6973910175,6973910175,112
500000,499900,100,10,4,4,110,183,187,203,193325290740424876025138195242,6973910175,6973910175,True,False,1,,6973910175,6973910175,6973910175,6973910175,113
500000,499900,100,10,16,0,110,92,92,201,193325290740424876025138195242,6973910175,6973910175,True,False,1,,6973910175,6973910175,6973910175,6973910175,111
500000,499900,100,10,16,1,110,92,93,202,193325290740424876025138195242,6973910175,6973910175,True,False,1,,6973910175,6973910175,6973910175,6973910175,112
500000,499900,100,10,16,2,110,92,94,204,193325290740424876025138195242,6973910175,6973910175,True,False,1,,6973910175,6973910175,6973910175,6973910175,113
500000,499900,100,10,16,4,110,92,96,206,193325290740424876025138195242,6973910175,6973910175,True,False,1,,6973910175,6973910175,6973910175,6973910175,116
1000000,999900,100,10,4,0,110,183,183,201,996346460422090106105779458151,3092756283,,False,True,2,,3092756282,3092756283,3092756282,3092756283,109
1000000,999900,100,10,4,1,110,183,184,201,996346460422090106105779458151,3092756283,3092756283,True,False,1,,3092756283,3092756283,3092756283,3092756283,110
1000000,999900,100,10,4,2,110,183,185,202,996346460422090106105779458151,3092756283,3092756283,True,False,1,,3092756283,3092756283,3092756283,3092756283,110
1000000,999900,100,10,4,4,110,183,187,203,996346460422090106105779458151,3092756283,3092756283,True,False,1,,3092756283,3092756283,3092756283,3092756283,112
1000000,999900,100,10,16,0,110,92,92,201,996346460422090106105779458151,3092756283,3092756283,True,False,1,,3092756283,3092756283,3092756283,3092756283,110
1000000,999900,100,10,16,1,110,92,93,202,996346460422090106105779458151,3092756283,3092756283,True,False,1,,3092756283,3092756283,3092756283,3092756283,111
1000000,999900,100,10,16,2,110,92,94,204,996346460422090106105779458151,3092756283,3092756283,True,False,1,,3092756283,3092756283,3092756283,3092756283,112
1000000,999900,100,10,16,4,110,92,96,206,996346460422090106105779458151,3092756283,3092756283,True,False,1,,3092756283,3092756283,3092756283,3092756283,115
1500000,1499900,100,10,4,0,110,183,183,201,794715117319607737991914462295,2443520595,,False,True,2,,2443520594,2443520595,2443520594,2443520595,110
1500000,1499900,100,10,4,1,110,183,184,201,794715117319607737991914462295,2443520595,,False,True,2,,2443520594,2443520595,2443520594,2443520595,110
1500000,1499900,100,10,4,2,110,183,185,202,794715117319607737991914462295,2443520595,,False,True,2,,2443520594,2443520595,2443520594,2443520595,111
1500000,1499900,100,10,4,4,110,183,187,203,794715117319607737991914462295,2443520595,2443520595,True,False,1,,2443520595,2443520595,2443520595,2443520595,112
1500000,1499900,100,10,16,0,110,92,92,201,794715117319607737991914462295,2443520595,,False,True,2,,2443520594,2443520595,2443520594,2443520595,110
1500000,1499900,100,10,16,1,110,92,93,202,794715117319607737991914462295,2443520595,2443520595,True,False,1,,2443520595,2443520595,2443520595,2443520595,112
1500000,1499900,100,10,16,2,110,92,94,204,794715117319607737991914462295,2443520595,2443520595,True,False,1,,2443520595,2443520595,2443520595,2443520595,113
1500000,1499900,100,10,16,4,110,92,96,206,794715117319607737991914462295,2443520595,2443520595,True,False,1,,2443520595,2443520595,2443520595,2443520595,115
10000,9900,100,50,4,0,150,250,250,241,959688159205600101655256375678,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,True,False,1,,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,150
10000,9900,100,50,4,1,150,250,251,242,959688159205600101655256375678,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,True,False,1,,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,151
10000,9900,100,50,4,2,150,250,252,242,959688159205600101655256375678,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,True,False,1,,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,152
10000,9900,100,50,4,4,150,250,254,243,959688159205600101655256375678,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,True,False,1,,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,153
10000,9900,100,50,16,0,150,125,125,241,959688159205600101655256375678,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,True,False,1,,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,150
10000,9900,100,50,16,1,150,125,126,242,959688159205600101655256375678,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,True,False,1,,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,152
10000,9900,100,50,16,2,150,125,127,243,959688159205600101655256375678,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,True,False,1,,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,153
10000,9900,100,50,16,4,150,125,129,246,959688159205600101655256375678,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,True,False,1,,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,56672279661988578279484885583439751874454551296563,155
50000,49900,100,50,4,0,150,250,250,241,112718106910522900246574236041,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,True,False,1,,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,150
50000,49900,100,50,4,1,150,250,251,242,112718106910522900246574236041,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,True,False,1,,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,151
50000,49900,100,50,4,2,150,250,252,242,112718106910522900246574236041,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,True,False,1,,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,151
50000,49900,100,50,4,4,150,250,254,243,112718106910522900246574236041,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,True,False,1,,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,153
50000,49900,100,50,16,0,150,125,125,241,112718106910522900246574236041,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,True,False,1,,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,150
50000,49900,100,50,16,1,150,125,126,242,112718106910522900246574236041,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,True,False,1,,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,151
50000,49900,100,50,16,2,150,125,127,243,112718106910522900246574236041,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,True,False,1,,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,153
50000,49900,100,50,16,4,150,125,129,246,112718106910522900246574236041,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,True,False,1,,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,30093691889255865784668461215679554256605416005071,155
100000,99900,100,50,4,0,150,250,250,241,712790913767420805655493624646,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,True,False,1,,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,151
100000,99900,100,50,4,1,150,250,251,242,712790913767420805655493624646,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,True,False,1,,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,152
100000,99900,100,50,4,2,150,250,252,242,712790913767420805655493624646,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,True,False,1,,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,152
100000,99900,100,50,4,4,150,250,254,243,712790913767420805655493624646,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,True,False,1,,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,153
100000,99900,100,50,16,0,150,125,125,241,712790913767420805655493624646,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,True,False,1,,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,151
100000,99900,100,50,16,1,150,125,126,242,712790913767420805655493624646,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,True,False,1,,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,152
100000,99900,100,50,16,2,150,125,127,243,712790913767420805655493624646,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,True,False,1,,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,153
100000,99900,100,50,16,4,150,125,129,246,712790913767420805655493624646,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,True,False,1,,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,41260024379684543777339026472512819416320076848736,156
500000,499900,100,50,4,0,150,250,250,241,193325290740424876025138195242,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,True,False,1,,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,151
500000,499900,100,50,4,1,150,250,251,242,193325290740424876025138195242,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,True,False,1,,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,151
500000,499900,100,50,4,2,150,250,252,242,193325290740424876025138195242,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,True,False,1,,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,152
500000,499900,100,50,4,4,150,250,254,243,193325290740424876025138195242,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,True,False,1,,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,153
500000,499900,100,50,16,0,150,125,125,241,193325290740424876025138195242,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,True,False,1,,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,151
500000,499900,100,50,16,1,150,125,126,242,193325290740424876025138195242,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,True,False,1,,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,152
500000,499900,100,50,16,2,150,125,127,243,193325290740424876025138195242,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,True,False,1,,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,153
500000,499900,100,50,16,4,150,125,129,246,193325290740424876025138195242,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,True,False,1,,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,69739101756371975343004479617825043115331506758256,156
1000000,999900,100,50,4,0,150,250,250,241,996346460422090106105779458151,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,True,False,1,,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,150
1000000,999900,100,50,4,1,150,250,251,242,996346460422090106105779458151,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,True,False,1,,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,150
1000000,999900,100,50,4,2,150,250,252,242,996346460422090106105779458151,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,True,False,1,,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,151
1000000,999900,100,50,4,4,150,250,254,243,996346460422090106105779458151,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,True,False,1,,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,152
1000000,999900,100,50,16,0,150,125,125,241,996346460422090106105779458151,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,True,False,1,,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,150
1000000,999900,100,50,16,1,150,125,126,242,996346460422090106105779458151,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,True,False,1,,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,151
1000000,999900,100,50,16,2,150,125,127,243,996346460422090106105779458151,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,True,False,1,,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,152
1000000,999900,100,50,16,4,150,125,129,246,996346460422090106105779458151,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,True,False,1,,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,30927562832084531584652001027797235612923012605863,154
1500000,1499900,100,50,4,0,150,250,250,241,794715117319607737991914462295,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,True,False,1,,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,150
1500000,1499900,100,50,4,1,150,250,251,242,794715117319607737991914462295,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,True,False,1,,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,151
1500000,1499900,100,50,4,2,150,250,252,242,794715117319607737991914462295,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,True,False,1,,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,151
1500000,1499900,100,50,4,4,150,250,254,243,794715117319607737991914462295,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,True,False,1,,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,153
1500000,1499900,100,50,16,0,150,125,125,241,794715117319607737991914462295,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,True,False,1,,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,150
1500000,1499900,100,50,16,1,150,125,126,242,794715117319607737991914462295,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,True,False,1,,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,151
1500000,1499900,100,50,16,2,150,125,127,243,794715117319607737991914462295,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,True,False,1,,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,153
1500000,1499900,100,50,16,4,150,125,129,246,794715117319607737991914462295,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,True,False,1,,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,24435205950168142137795374191310300287463188239601,155
10000,9900,100,100,4,0,200,333,333,291,959688159205600101655256375678,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,True,False,1,,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,200
10000,9900,100,100,4,1,200,333,334,292,959688159205600101655256375678,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,True,False,1,,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,201
10000,9900,100,100,4,2,200,333,335,292,959688159205600101655256375678,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,True,False,1,,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,202
10000,9900,100,100,4,4,200,333,337,293,959688159205600101655256375678,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,True,False,1,,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,203
10000,9900,100,100,16,0,200,167,167,292,959688159205600101655256375678,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,True,False,1,,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,201
10000,9900,100,100,16,1,200,167,168,293,959688159205600101655256375678,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,True,False,1,,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,202
10000,9900,100,100,16,2,200,167,169,294,959688159205600101655256375678,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,True,False,1,,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,203
10000,9900,100,100,16,4,200,167,171,296,959688159205600101655256375678,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,True,False,1,,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,5667227966198857827948488558343975187445455129656344348039664205579829368043522027709842942325330225,206
50000,49900,100,100,4,0,200,333,333,291,112718106910522900246574236041,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,True,False,1,,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,3009369188925586578466846121567955425660541600507127664176605687427420032957716064344860620123982169,200
