cutoff_H,step,boundary_before_step,tail_len,tail_preview,true_digit,selected_digit,accepted_count,accepted_digits,rejected_count,negative_alignment_candidates,certificate_guard_len,guard_preview,step_correct,tail_occurrences_in_known_after_step,tail_has_earlier_duplicate_diagnostic
100000,79,100078,100,362517640659675406936217588793,0,0,1,0,9,10,32,0785591647877727,True,1,False
100000,80,100079,100,625176406596754069362175887930,7,7,1,7,9,10,32,7855916478777274,True,1,False
100000,81,100080,100,251764065967540693621758879307,8,8,1,8,9,10,32,8559164787772747,True,1,False
100000,82,100081,100,517640659675406936217588793078,5,5,1,5,9,10,32,5591647877727473,True,1,False
100000,83,100082,100,176406596754069362175887930785,5,5,1,5,9,10,32,5916478777274739,True,1,False
100000,84,100083,100,764065967540693621758879307855,9,9,1,9,9,10,32,9164787772747392,True,1,False
100000,85,100084,100,640659675406936217588793078559,1,1,1,1,9,10,32,1647877727473927,True,1,False
100000,86,100085,100,406596754069362175887930785591,6,6,1,6,9,10,32,6478777274739272,True,1,False
100000,87,100086,100,065967540693621758879307855916,4,4,1,4,9,10,32,4787772747392720,True,1,False
100000,88,100087,100,659675406936217588793078559164,7,7,1,7,9,10,32,7877727473927200,True,1,False
100000,89,100088,100,596754069362175887930785591647,8,8,1,8,9,10,32,8777274739272002,True,1,False
100000,90,100089,100,967540693621758879307855916478,7,7,1,7,9,10,32,7772747392720029,True,1,False
100000,91,100090,100,675406936217588793078559164787,7,7,1,7,9,10,32,7727473927200291,True,1,False
100000,92,100091,100,754069362175887930785591647877,7,7,1,7,9,10,32,7274739272002910,True,1,False
100000,93,100092,100,540693621758879307855916478777,2,2,1,2,9,10,32,2747392720029103,True,1,False
100000,94,100093,100,406936217588793078559164787772,7,7,1,7,9,10,32,7473927200291034,True,1,False
100000,95,100094,100,069362175887930785591647877727,4,4,1,4,9,10,32,4739272002910342,True,1,False
100000,96,100095,100,693621758879307855916478777274,7,7,1,7,9,10,32,7392720029103429,True,1,False
100000,97,100096,100,936217588793078559164787772747,3,3,1,3,9,10,32,3927200291034294,True,1,False
100000,98,100097,100,362175887930785591647877727473,9,9,1,9,9,10,32,9272002910342949,True,1,False
100000,99,100098,100,621758879307855916478777274739,2,2,1,2,9,10,32,2720029103429495,True,1,False
100000,100,100099,100,217588793078559164787772747392,7,7,1,7,9,10,32,7200291034294956,True,1,False
500000,1,500000,100,193325290740424876025138195242,6,6,1,6,9,10,32,6973910175637197,True,1,False
500000,2,500001,100,933252907404248760251381952426,9,9,1,9,9,10,32,9739101756371975,True,1,False
500000,3,500002,100,332529074042487602513819524269,7,7,1,7,9,10,32,7391017563719753,True,1,False
500000,4,500003,100,325290740424876025138195242697,3,3,1,3,9,10,32,3910175637197534,True,1,False
500000,5,500004,100,252907404248760251381952426973,9,9,1,9,9,10,32,9101756371975343,True,1,False
500000,6,500005,100,529074042487602513819524269739,1,1,1,1,9,10,32,1017563719753430,True,1,False
500000,7,500006,100,290740424876025138195242697391,0,0,1,0,9,10,32,0175637197534300,True,1,False
500000,8,500007,100,907404248760251381952426973910,1,1,1,1,9,10,32,1756371975343004,True,1,False
500000,9,500008,100,074042487602513819524269739101,7,7,1,7,9,10,32,7563719753430044,True,1,False
500000,10,500009,100,740424876025138195242697391017,5,5,1,5,9,10,32,5637197534300447,True,1,False
500000,11,500010,100,404248760251381952426973910175,6,6,1,6,9,10,32,6371975343004479,True,1,False
500000,12,500011,100,042487602513819524269739101756,3,3,1,3,9,10,32,3719753430044796,True,1,False
500000,13,500012,100,424876025138195242697391017563,7,7,1,7,9,10,32,7197534300447961,True,1,False
500000,14,500013,100,248760251381952426973910175637,1,1,1,1,9,10,32,1975343004479617,True,1,False
500000,15,500014,100,487602513819524269739101756371,9,9,1,9,9,10,32,9753430044796178,True,1,False
500000,16,500015,100,876025138195242697391017563719,7,7,1,7,9,10,32,7534300447961782,True,1,False
500000,17,500016,100,760251381952426973910175637197,5,5,1,5,9,10,32,5343004479617825,True,1,False
500000,18,500017,100,602513819524269739101756371975,3,3,1,3,9,10,32,3430044796178250,True,1,False
500000,19,500018,100,025138195242697391017563719753,4,4,1,4,9,10,32,4300447961782504,True,1,False
500000,20,500019,100,251381952426973910175637197534,3,3,1,3,9,10,32,3004479617825043,True,1,False
500000,21,500020,100,513819524269739101756371975343,0,0,1,0,9,10,32,0044796178250431,True,1,False
500000,22,500021,100,138195242697391017563719753430,0,0,1,0,9,10,32,0447961782504311,True,1,False
500000,23,500022,100,381952426973910175637197534300,4,4,1,4,9,10,32,4479617825043115,True,1,False
500000,24,500023,100,819524269739101756371975343004,4,4,1,4,9,10,32,4796178250431153,True,1,False
500000,25,500024,100,195242697391017563719753430044,7,7,1,7,9,10,32,7961782504311533,True,1,False
500000,26,500025,100,952426973910175637197534300447,9,9,1,9,9,10,32,9617825043115331,True,1,False
500000,27,500026,100,524269739101756371975343004479,6,6,1,6,9,10,32,6178250431153315,True,1,False
500000,28,500027,100,242697391017563719753430044796,1,1,1,1,9,10,32,1782504311533150,True,1,False
500000,29,500028,100,426973910175637197534300447961,7,7,1,7,9,10,32,7825043115331506,True,1,False
500000,30,500029,100,269739101756371975343004479617,8,8,1,8,9,10,32,8250431153315067,True,1,False
500000,31,500030,100,697391017563719753430044796178,2,2,1,2,9,10,32,2504311533150675,True,1,False
500000,32,500031,100,973910175637197534300447961782,5,5,1,5,9,10,32,5043115331506758,True,1,False
500000,33,500032,100,739101756371975343004479617825,0,0,1,0,9,10,32,0431153315067582,True,1,False
500000,34,500033,100,391017563719753430044796178250,4,4,1,4,9,10,32,4311533150675825,True,1,False
500000,35,500034,100,910175637197534300447961782504,3,3,1,3,9,10,32,3115331506758256,True,1,False
500000,36,500035,100,101756371975343004479617825043,1,1,1,1,9,10,32,1153315067582562,True,1,False
500000,37,500036,100,017563719753430044796178250431,1,1,1,1,9,10,32,1533150675825627,True,1,False
500000,38,500037,100,175637197534300447961782504311,5,5,1,5,9,10,32,5331506758256273,True,1,False
500000,39,500038,100,756371975343004479617825043115,3,3,1,3,9,10,32,3315067582562735,True,1,False
500000,40,500039,100,563719753430044796178250431153,3,3,1,3,9,10,32,3150675825627353,True,1,False
500000,41,500040,100,637197534300447961782504311533,1,1,1,1,9,10,32,1506758256273534,True,1,False
500000,42,500041,100,371975343004479617825043115331,5,5,1,5,9,10,32,5067582562735343,True,1,False
500000,43,500042,100,719753430044796178250431153315,0,0,1,0,9,10,32,0675825627353434,True,1,False
500000,44,500043,100,197534300447961782504311533150,6,6,1,6,9,10,32,6758256273534347,True,1,False
500000,45,500044,100,975343004479617825043115331506,7,7,1,7,9,10,32,7582562735343476,True,1,False
500000,46,500045,100,753430044796178250431153315067,5,5,1,5,9,10,32,5825627353434762,True,1,False
500000,47,500046,100,534300447961782504311533150675,8,8,1,8,9,10,32,8256273534347625,True,1,False
500000,48,500047,100,343004479617825043115331506758,2,2,1,2,9,10,32,2562735343476252,True,1,False
500000,49,500048,100,430044796178250431153315067582,5,5,1,5,9,10,32,5627353434762525,True,1,False
500000,50,500049,100,300447961782504311533150675825,6,6,1,6,9,10,32,6273534347625253,True,1,False
500000,51,500050,100,004479617825043115331506758256,2,2,1,2,9,10,32,2735343476252539,True,1,False
500000,52,500051,100,044796178250431153315067582562,7,7,1,7,9,10,32,7353434762525391,True,1,False
500000,53,500052,100,447961782504311533150675825627,3,3,1,3,9,10,32,3534347625253914,True,1,False
500000,54,500053,100,479617825043115331506758256273,5,5,1,5,9,10,32,5343476252539142,True,1,False
500000,55,500054,100,796178250431153315067582562735,3,3,1,3,9,10,32,3434762525391425,True,1,False
500000,56,500055,100,961782504311533150675825627353,4,4,1,4,9,10,32,4347625253914251,True,1,False
500000,57,500056,100,617825043115331506758256273534,3,3,1,3,9,10,32,3476252539142515,True,1,False
500000,58,500057,100,178250431153315067582562735343,4,4,1,4,9,10,32,4762525391425152,True,1,False
500000,59,500058,100,782504311533150675825627353434,7,7,1,7,9,10,32,7625253914251527,True,1,False
500000,60,500059,100,825043115331506758256273534347,6,6,1,6,9,10,32,6252539142515275,True,1,False
500000,61,500060,100,250431153315067582562735343476,2,2,1,2,9,10,32,2525391425152757,True,1,False
500000,62,500061,100,504311533150675825627353434762,5,5,1,5,9,10,32,5253914251527570,True,1,False
500000,63,500062,100,043115331506758256273534347625,2,2,1,2,9,10,32,2539142515275704,True,1,False
500000,64,500063,100,431153315067582562735343476252,5,5,1,5,9,10,32,5391425152757047,True,1,False
500000,65,500064,100,311533150675825627353434762525,3,3,1,3,9,10,32,3914251527570478,True,1,False
500000,66,500065,100,115331506758256273534347625253,9,9,1,9,9,10,32,9142515275704787,True,1,False
500000,67,500066,100,153315067582562735343476252539,1,1,1,1,9,10,32,1425152757047878,True,1,False
500000,68,500067,100,533150675825627353434762525391,4,4,1,4,9,10,32,4251527570478784,True,1,False
500000,69,500068,100,331506758256273534347625253914,2,2,1,2,9,10,32,2515275704787843,True,1,False
500000,70,500069,100,315067582562735343476252539142,5,5,1,5,9,10,32,5152757047878437,True,1,False
500000,71,500070,100,150675825627353434762525391425,1,1,1,1,9,10,32,1527570478784376,True,1,False
500000,72,500071,100,506758256273534347625253914251,5,5,1,5,9,10,32,5275704787843767,True,1,False
500000,73,500072,100,067582562735343476252539142515,2,2,1,2,9,10,32,2757047878437678,True,1,False
500000,74,500073,100,675825627353434762525391425152,7,7,1,7,9,10,32,7570478784376788,True,1,False
500000,75,500074,100,758256273534347625253914251527,5,5,1,5,9,10,32,5704787843767885,True,1,False
500000,76,500075,100,582562735343476252539142515275,7,7,1,7,9,10,32,7047878437678852,True,1,False
500000,77,500076,100,825627353434762525391425152757,0,0,1,0,9,10,32,0478784376788524,True,1,False
500000,78,500077,100,256273534347625253914251527570,4,4,1,4,9,10,32,4787843767885241,True,1,False
500000,79,500078,100,562735343476252539142515275704,7,7,1,7,9,10,32,7878437678852418,True,1,False
500000,80,500079,100,627353434762525391425152757047,8,8,1,8,9,10,32,8784376788524187,True,1,False
500000,81,500080,100,273534347625253914251527570478,7,7,1,7,9,10,32,7843767885241871,True,1,False
500000,82,500081,100,735343476252539142515275704787,8,8,1,8,9,10,32,8437678852418719,True,1,False
500000,83,500082,100,353434762525391425152757047878,4,4,1,4,9,10,32,4376788524187196,True,1,False
500000,84,500083,100,534347625253914251527570478784,3,3,1,3,9,10,32,3767885241871966,True,1,False
500000,85,500084,100,343476252539142515275704787843,7,7,1,7,9,10,32,7678852418719663,True,1,False
500000,86,500085,100,434762525391425152757047878437,6,6,1,6,9,10,32,6788524187196634,True,1,False
500000,87,500086,100,347625253914251527570478784376,7,7,1,7,9,10,32,7885241871966346,True,1,False
500000,88,500087,100,476252539142515275704787843767,8,8,1,8,9,10,32,8852418719663462,True,1,False
500000,89,500088,100,762525391425152757047878437678,8,8,1,8,9,10,32,8524187196634624,True,1,False
500000,90,500089,100,625253914251527570478784376788,5,5,1,5,9,10,32,5241871966346241,True,1,False
500000,91,500090,100,252539142515275704787843767885,2,2,1,2,9,10,32,2418719663462419,True,1,False
500000,92,500091,100,525391425152757047878437678852,4,4,1,4,9,10,32,4187196634624199,True,1,False
500000,93,500092,100,253914251527570478784376788524,1,1,1,1,9,10,32,1871966346241992,True,1,False
500000,94,500093,100,539142515275704787843767885241,8,8,1,8,9,10,32,8719663462419927,True,1,False
500000,95,500094,100,391425152757047878437678852418,7,7,1,7,9,10,32,7196634624199270,True,1,False
500000,96,500095,100,914251527570478784376788524187,1,1,1,1,9,10,32,1966346241992700,True,1,False
500000,97,500096,100,142515275704787843767885241871,9,9,1,9,9,10,32,9663462419927008,True,1,False
500000,98,500097,100,425152757047878437678852418719,6,6,1,6,9,10,32,6634624199270080,True,1,False
500000,99,500098,100,251527570478784376788524187196,6,6,1,6,9,10,32,6346241992700802,True,1,False
500000,100,500099,100,515275704787843767885241871966,3,3,1,3,9,10,32,3462419927008025,True,1,False
1000000,1,1000000,100,996346460422090106105779458151,3,3,1,3,9,10,32,3092756283208453,True,1,False
1000000,2,1000001,100,963464604220901061057794581513,0,0,1,0,9,10,32,0927562832084531,True,1,False
1000000,3,1000002,100,634646042209010610577945815130,9,9,1,9,9,10,32,9275628320845315,True,1,False
1000000,4,1000003,100,346460422090106105779458151309,2,2,1,2,9,10,32,2756283208453158,True,1,False
1000000,5,1000004,100,464604220901061057794581513092,7,7,1,7,9,10,32,7562832084531584,True,1,False
1000000,6,1000005,100,646042209010610577945815130927,5,5,1,5,9,10,32,5628320845315846,True,1,False
1000000,7,1000006,100,460422090106105779458151309275,6,6,1,6,9,10,32,6283208453158465,True,1,False
1000000,8,1000007,100,604220901061057794581513092756,2,2,1,2,9,10,32,2832084531584652,True,1,False
1000000,9,1000008,100,042209010610577945815130927562,8,8,1,8,9,10,32,8320845315846520,True,1,False
1000000,10,1000009,100,422090106105779458151309275628,3,3,1,3,9,10,32,3208453158465200,True,1,False
1000000,11,1000010,100,220901061057794581513092756283,2,2,1,2,9,10,32,2084531584652001,True,1,False
1000000,12,1000011,100,209010610577945815130927562832,0,0,1,0,9,10,32,0845315846520010,True,1,False
1000000,13,1000012,100,090106105779458151309275628320,8,8,1,8,9,10,32,8453158465200102,True,1,False
1000000,14,1000013,100,901061057794581513092756283208,4,4,1,4,9,10,32,4531584652001027,True,1,False
1000000,15,1000014,100,010610577945815130927562832084,5,5,1,5,9,10,32,5315846520010277,True,1,False
1000000,16,1000015,100,106105779458151309275628320845,3,3,1,3,9,10,32,3158465200102779,True,1,False
1000000,17,1000016,100,061057794581513092756283208453,1,1,1,1,9,10,32,1584652001027797,True,1,False
1000000,18,1000017,100,610577945815130927562832084531,5,5,1,5,9,10,32,5846520010277972,True,1,False
1000000,19,1000018,100,105779458151309275628320845315,8,8,1,8,9,10,32,8465200102779723,True,1,False
1000000,20,1000019,100,057794581513092756283208453158,4,4,1,4,9,10,32,4652001027797235,True,1,False
1000000,21,1000020,100,577945815130927562832084531584,6,6,1,6,9,10,32,6520010277972356,True,1,False
1000000,22,1000021,100,779458151309275628320845315846,5,5,1,5,9,10,32,5200102779723561,True,1,False
1000000,23,1000022,100,794581513092756283208453158465,2,2,1,2,9,10,32,2001027797235612,True,1,False
1000000,24,1000023,100,945815130927562832084531584652,0,0,1,0,9,10,32,0010277972356129,True,1,False
1000000,25,1000024,100,458151309275628320845315846520,0,0,1,0,9,10,32,0102779723561292,True,1,False
1000000,26,1000025,100,581513092756283208453158465200,1,1,1,1,9,10,32,1027797235612923,True,1,False
1000000,27,1000026,100,815130927562832084531584652001,0,0,1,0,9,10,32,0277972356129230,True,1,False
1000000,28,1000027,100,151309275628320845315846520010,2,2,1,2,9,10,32,2779723561292301,True,1,False
1000000,29,1000028,100,513092756283208453158465200102,7,7,1,7,9,10,32,7797235612923012,True,1,False
1000000,30,1000029,100,130927562832084531584652001027,7,7,1,7,9,10,32,7972356129230126,True,1,False
1000000,31,1000030,100,309275628320845315846520010277,9,9,1,9,9,10,32,9723561292301260,True,1,False
1000000,32,1000031,100,092756283208453158465200102779,7,7,1,7,9,10,32,7235612923012605,True,1,False
1000000,33,1000032,100,927562832084531584652001027797,2,2,1,2,9,10,32,2356129230126058,True,1,False
1000000,34,1000033,100,275628320845315846520010277972,3,3,1,3,9,10,32,3561292301260586,True,1,False
1000000,35,1000034,100,756283208453158465200102779723,5,5,1,5,9,10,32,5612923012605863,True,1,False
1000000,36,1000035,100,562832084531584652001027797235,6,6,1,6,9,10,32,6129230126058635,True,1,False
1000000,37,1000036,100,628320845315846520010277972356,1,1,1,1,9,10,32,1292301260586353,True,1,False
1000000,38,1000037,100,283208453158465200102779723561,2,2,1,2,9,10,32,2923012605863536,True,1,False
1000000,39,1000038,100,832084531584652001027797235612,9,9,1,9,9,10,32,9230126058635360,True,1,False
1000000,40,1000039,100,320845315846520010277972356129,2,2,1,2,9,10,32,2301260586353601,True,1,False
1000000,41,1000040,100,208453158465200102779723561292,3,3,1,3,9,10,32,3012605863536011,True,1,False
1000000,42,1000041,100,084531584652001027797235612923,0,0,1,0,9,10,32,0126058635360116,True,1,False
1000000,43,1000042,100,845315846520010277972356129230,1,1,1,1,9,10,32,1260586353601164,True,1,False
1000000,44,1000043,100,453158465200102779723561292301,2,2,1,2,9,10,32,2605863536011649,True,1,False
1000000,45,1000044,100,531584652001027797235612923012,6,6,1,6,9,10,32,6058635360116492,True,1,False
1000000,46,1000045,100,315846520010277972356129230126,0,0,1,0,9,10,32,0586353601164920,True,1,False
1000000,47,1000046,100,158465200102779723561292301260,5,5,1,5,9,10,32,5863536011649209,True,1,False
1000000,48,1000047,100,584652001027797235612923012605,8,8,1,8,9,10,32,8635360116492099,True,1,False
1000000,49,1000048,100,846520010277972356129230126058,6,6,1,6,9,10,32,6353601164920990,True,1,False
1000000,50,1000049,100,465200102779723561292301260586,3,3,1,3,9,10,32,3536011649209902,True,1,False
1000000,51,1000050,100,652001027797235612923012605863,5,5,1,5,9,10,32,5360116492099025,True,1,False
1000000,52,1000051,100,520010277972356129230126058635,3,3,1,3,9,10,32,3601164920990258,True,1,False
1000000,53,1000052,100,200102779723561292301260586353,6,6,1,6,9,10,32,6011649209902587,True,1,False
1000000,54,1000053,100,001027797235612923012605863536,0,0,1,0,9,10,32,0116492099025874,True,1,False
1000000,55,1000054,100,010277972356129230126058635360,1,1,1,1,9,10,32,1164920990258745,True,1,False
1000000,56,1000055,100,102779723561292301260586353601,1,1,1,1,9,10,32,1649209902587455,True,1,False
1000000,57,1000056,100,027797235612923012605863536011,6,6,1,6,9,10,32,6492099025874555,True,1,False
1000000,58,1000057,100,277972356129230126058635360116,4,4,1,4,9,10,32,4920990258745552,True,1,False
1000000,59,1000058,100,779723561292301260586353601164,9,9,1,9,9,10,32,9209902587455521,True,1,False
1000000,60,1000059,100,797235612923012605863536011649,2,2,1,2,9,10,32,2099025874555214,True,1,False
1000000,61,1000060,100,972356129230126058635360116492,0,0,1,0,9,10,32,0990258745552140,True,1,False
1000000,62,1000061,100,723561292301260586353601164920,9,9,1,9,9,10,32,9902587455521403,True,1,False
1000000,63,1000062,100,235612923012605863536011649209,9,9,1,9,9,10,32,9025874555214039,True,1,False
1000000,64,1000063,100,356129230126058635360116492099,0,0,1,0,9,10,32,0258745552140396,True,1,False
1000000,65,1000064,100,561292301260586353601164920990,2,2,1,2,9,10,32,2587455521403969,True,1,False
1000000,66,1000065,100,612923012605863536011649209902,5,5,1,5,9,10,32,5874555214039697,True,1,False
1000000,67,1000066,100,129230126058635360116492099025,8,8,1,8,9,10,32,8745552140396979,True,1,False
1000000,68,1000067,100,292301260586353601164920990258,7,7,1,7,9,10,32,7455521403969791,True,1,False
1000000,69,1000068,100,923012605863536011649209902587,4,4,1,4,9,10,32,4555214039697911,True,1,False
1000000,70,1000069,100,230126058635360116492099025874,5,5,1,5,9,10,32,5552140396979115,True,1,False
1000000,71,1000070,100,301260586353601164920990258745,5,5,1,5,9,10,32,5521403969791153,True,1,False
1000000,72,1000071,100,012605863536011649209902587455,5,5,1,5,9,10,32,5214039697911534,True,1,False
1000000,73,1000072,100,126058635360116492099025874555,2,2,1,2,9,10,32,2140396979115340,True,1,False
1000000,74,1000073,100,260586353601164920990258745552,1,1,1,1,9,10,32,1403969791153402,True,1,False
1000000,75,1000074,100,605863536011649209902587455521,4,4,1,4,9,10,32,4039697911534022,True,1,False
1000000,76,1000075,100,058635360116492099025874555214,0,0,1,0,9,10,32,0396979115340224,True,1,False
1000000,77,1000076,100,586353601164920990258745552140,3,3,1,3,9,10,32,3969791153402241,True,1,False
1000000,78,1000077,100,863536011649209902587455521403,9,9,1,9,9,10,32,9697911534022415,True,1,False
1000000,79,1000078,100,635360116492099025874555214039,6,6,1,6,9,10,32,6979115340224158,True,1,False
1000000,80,1000079,100,353601164920990258745552140396,9,9,1,9,9,10,32,9791153402241589,True,1,False
1000000,81,1000080,100,536011649209902587455521403969,7,7,1,7,9,10,32,7911534022415898,True,1,False
1000000,82,1000081,100,360116492099025874555214039697,9,9,1,9,9,10,32,9115340224158981,True,1,False
1000000,83,1000082,100,601164920990258745552140396979,1,1,1,1,9,10,32,1153402241589813,True,1,False
1000000,84,1000083,100,011649209902587455521403969791,1,1,1,1,9,10,32,1534022415898132,True,1,False
1000000,85,1000084,100,116492099025874555214039697911,5,5,1,5,9,10,32,5340224158981324,True,1,False
1000000,86,1000085,100,164920990258745552140396979115,3,3,1,3,9,10,32,3402241589813245,True,1,False
1000000,87,1000086,100,649209902587455521403969791153,4,4,1,4,9,10,32,4022415898132450,True,1,False
1000000,88,1000087,100,492099025874555214039697911534,0,0,1,0,9,10,32,0224158981324505,True,1,False
1000000,89,1000088,100,920990258745552140396979115340,2,2,1,2,9,10,32,2241589813245057,True,1,False
1000000,90,1000089,100,209902587455521403969791153402,2,2,1,2,9,10,32,2415898132450572,True,1,False
1000000,91,1000090,100,099025874555214039697911534022,4,4,1,4,9,10,32,4158981324505722,True,1,False
1000000,92,1000091,100,990258745552140396979115340224,1,1,1,1,9,10,32,1589813245057229,True,1,False
1000000,93,1000092,100,902587455521403969791153402241,5,5,1,5,9,10,32,5898132450572292,True,1,False
1000000,94,1000093,100,025874555214039697911534022415,8,8,1,8,9,10,32,8981324505722923,True,1,False
1000000,95,1000094,100,258745552140396979115340224158,9,9,1,9,9,10,32,9813245057229232,True,1,False
1000000,96,1000095,100,587455521403969791153402241589,8,8,1,8,9,10,32,8132450572292323,True,1,False
1000000,97,1000096,100,874555214039697911534022415898,1,1,1,1,9,10,32,1324505722923233,True,1,False
1000000,98,1000097,100,745552140396979115340224158981,3,3,1,3,9,10,32,3245057229232332,True,1,False
1000000,99,1000098,100,455521403969791153402241589813,2,2,1,2,9,10,32,2450572292323321,True,1,False
1000000,100,1000099,100,555214039697911534022415898132,4,4,1,4,9,10,32,4505722923233213,True,1,False
1500000,1,1500000,100,794715117319607737991914462295,2,2,1,2,9,10,32,2443520595016814,True,1,False
1500000,2,1500001,100,947151173196077379919144622952,4,4,1,4,9,10,32,4435205950168142,True,1,False
1500000,3,1500002,100,471511731960773799191446229524,4,4,1,4,9,10,32,4352059501681421,True,1,False
1500000,4,1500003,100,715117319607737991914462295244,3,3,1,3,9,10,32,3520595016814213,True,1,False
1500000,5,1500004,100,151173196077379919144622952443,5,5,1,5,9,10,32,5205950168142137,True,1,False
1500000,6,1500005,100,511731960773799191446229524435,2,2,1,2,9,10,32,2059501681421377,True,1,False
1500000,7,1500006,100,117319607737991914462295244352,0,0,1,0,9,10,32,0595016814213779,True,1,False
1500000,8,1500007,100,173196077379919144622952443520,5,5,1,5,9,10,32,5950168142137795,True,1,False
1500000,9,1500008,100,731960773799191446229524435205,9,9,1,9,9,10,32,9501681421377953,True,1,False
1500000,10,1500009,100,319607737991914462295244352059,5,5,1,5,9,10,32,5016814213779537,True,1,False
1500000,11,1500010,100,196077379919144622952443520595,0,0,1,0,9,10,32,0168142137795374,True,1,False
1500000,12,1500011,100,960773799191446229524435205950,1,1,1,1,9,10,32,1681421377953741,True,1,False
1500000,13,1500012,100,607737991914462295244352059501,6,6,1,6,9,10,32,6814213779537419,True,1,False
1500000,14,1500013,100,077379919144622952443520595016,8,8,1,8,9,10,32,8142137795374191,True,1,False
1500000,15,1500014,100,773799191446229524435205950168,1,1,1,1,9,10,32,1421377953741913,True,1,False
1500000,16,1500015,100,737991914462295244352059501681,4,4,1,4,9,10,32,4213779537419131,True,1,False
1500000,17,1500016,100,379919144622952443520595016814,2,2,1,2,9,10,32,2137795374191310,True,1,False
1500000,18,1500017,100,799191446229524435205950168142,1,1,1,1,9,10,32,1377953741913103,True,1,False
1500000,19,1500018,100,991914462295244352059501681421,3,3,1,3,9,10,32,3779537419131030,True,1,False
1500000,20,1500019,100,919144622952443520595016814213,7,7,1,7,9,10,32,7795374191310300,True,1,False
1500000,21,1500020,100,191446229524435205950168142137,7,7,1,7,9,10,32,7953741913103002,True,1,False
1500000,22,1500021,100,914462295244352059501681421377,9,9,1,9,9,10,32,9537419131030028,True,1,False
1500000,23,1500022,100,144622952443520595016814213779,5,5,1,5,9,10,32,5374191310300287,True,1,False
1500000,24,1500023,100,446229524435205950168142137795,3,3,1,3,9,10,32,3741913103002874,True,1,False
1500000,25,1500024,100,462295244352059501681421377953,7,7,1,7,9,10,32,7419131030028746,True,1,False
1500000,26,1500025,100,622952443520595016814213779537,4,4,1,4,9,10,32,4191310300287463,True,1,False
1500000,27,1500026,100,229524435205950168142137795374,1,1,1,1,9,10,32,1913103002874631,True,1,False
1500000,28,1500027,100,295244352059501681421377953741,9,9,1,9,9,10,32,9131030028746318,True,1,False
1500000,29,1500028,100,952443520595016814213779537419,1,1,1,1,9,10,32,1310300287463188,True,1,False
1500000,30,1500029,100,524435205950168142137795374191,3,3,1,3,9,10,32,3103002874631882,True,1,False
1500000,31,1500030,100,244352059501681421377953741913,1,1,1,1,9,10,32,1030028746318823,True,1,False
1500000,32,1500031,100,443520595016814213779537419131,0,0,1,0,9,10,32,0300287463188239,True,1,False
1500000,33,1500032,100,435205950168142137795374191310,3,3,1,3,9,10,32,3002874631882396,True,1,False
1500000,34,1500033,100,352059501681421377953741913103,0,0,1,0,9,10,32,0028746318823960,True,1,False
1500000,35,1500034,100,520595016814213779537419131030,0,0,1,0,9,10,32,0287463188239601,True,1,False
1500000,36,1500035,100,205950168142137795374191310300,2,2,1,2,9,10,32,2874631882396013,True,1,False
1500000,37,1500036,100,059501681421377953741913103002,8,8,1,8,9,10,32,8746318823960139,True,1,False
1500000,38,1500037,100,595016814213779537419131030028,7,7,1,7,9,10,32,7463188239601393,True,1,False
1500000,39,1500038,100,950168142137795374191310300287,4,4,1,4,9,10,32,4631882396013932,True,1,False
1500000,40,1500039,100,501681421377953741913103002874,6,6,1,6,9,10,32,6318823960139328,True,1,False
1500000,41,1500040,100,016814213779537419131030028746,3,3,1,3,9,10,32,3188239601393283,True,1,False
1500000,42,1500041,100,168142137795374191310300287463,1,1,1,1,9,10,32,1882396013932831,True,1,False
1500000,43,1500042,100,681421377953741913103002874631,8,8,1,8,9,10,32,8823960139328314,True,1,False
1500000,44,1500043,100,814213779537419131030028746318,8,8,1,8,9,10,32,8239601393283149,True,1,False
1500000,45,1500044,100,142137795374191310300287463188,2,2,1,2,9,10,32,2396013932831499,True,1,False
1500000,46,1500045,100,421377953741913103002874631882,3,3,1,3,9,10,32,3960139328314993,True,1,False
1500000,47,1500046,100,213779537419131030028746318823,9,9,1,9,9,10,32,9601393283149936,True,1,False
1500000,48,1500047,100,137795374191310300287463188239,6,6,1,6,9,10,32,6013932831499363,True,1,False
1500000,49,1500048,100,377953741913103002874631882396,0,0,1,0,9,10,32,0139328314993633,True,1,False
1500000,50,1500049,100,779537419131030028746318823960,1,1,1,1,9,10,32,1393283149936338,True,1,False
1500000,51,1500050,100,795374191310300287463188239601,3,3,1,3,9,10,32,3932831499363381,True,1,False
1500000,52,1500051,100,953741913103002874631882396013,9,9,1,9,9,10,32,9328314993633816,True,1,False
1500000,53,1500052,100,537419131030028746318823960139,3,3,1,3,9,10,32,3283149936338166,True,1,False
1500000,54,1500053,100,374191310300287463188239601393,2,2,1,2,9,10,32,2831499363381666,True,1,False
1500000,55,1500054,100,741913103002874631882396013932,8,8,1,8,9,10,32,8314993633816662,True,1,False
1500000,56,1500055,100,419131030028746318823960139328,3,3,1,3,9,10,32,3149936338166622,True,1,False
1500000,57,1500056,100,191310300287463188239601393283,1,1,1,1,9,10,32,1499363381666226,True,1,False
1500000,58,1500057,100,913103002874631882396013932831,4,4,1,4,9,10,32,4993633816662265,True,1,False
1500000,59,1500058,100,131030028746318823960139328314,9,9,1,9,9,10,32,9936338166622654,True,1,False
1500000,60,1500059,100,310300287463188239601393283149,9,9,1,9,9,10,32,9363381666226547,True,1,False
